ID	Partisanship	Misinformation
56449	-0.21767913043478263	0.06086956521739131
73841	-0.06951284403669726	0.07339449541284404
33577	0.6365892857142855	0.4642857142857143
72474	0.3272686170212766	0.35638297872340424
101225	0.39980000000000004	0.34
117211	0.4599468749999999	0.4375
121815	-0.0610859375	0.03125
123652	-0.1124392156862745	0.0784313725490196
57462	-0.1569451612903226	0.0967741935483871
70904	-0.5242558823529412	0.3235294117647059
137263	0.03426541095890411	0.04794520547945205
131365	-0.09658866995073893	0.029556650246305417
7494	-0.027254687500000003	0.0859375
135418	-0.04738988212180745	0.007858546168958742
76295	-0.24060166666666666	0.016666666666666666
85862	0.5454464285714284	0.07142857142857142
1868	-0.07981554404145078	0.015544041450777202
106381	0.32009753086419745	0.345679012345679
101942	-0.17271388888888892	0.1111111111111111
114408	-0.12102452830188679	0.018867924528301886
130746	0.1806090909090909	0.2727272727272727
42235	-0.07448560606060606	0.030303030303030304
36865	-0.10485621301775147	0.04142011834319527
102125	-0.3587	0.03571428571428571
72128	0.18590806451612904	0.3225806451612903
114728	0.1266942307692308	0.1346153846153846
15429	0.1940864864864865	0.2972972972972973
85399	-0.22179375000000004	0.09375
131860	-0.20326557377049181	0.22950819672131148
16874	0.3141342105263158	0.39473684210526316
137385	0.20728032786885245	0.3114754098360656
112230	-0.1853730158730159	0.16666666666666666
55192	-0.1602547619047619	0.09523809523809523
103696	-0.18434761904761904	0.023809523809523808
27779	0.36664375	0.34375
88612	-0.31797999999999993	0.03333333333333333
4839	-0.5475473684210527	0.3157894736842105
46517	-0.09520344827586207	0.017241379310344827
12989	-0.12481162790697674	0.023255813953488372
55239	0.2068023809523809	0.19047619047619047
61562	-0.24515555555555554	0.1111111111111111
52913	-0.04066482412060301	0.020100502512562814
126994	0.5590358974358974	0.6666666666666666
96443	0.20720606060606062	0.2727272727272727
106307	0.2989020833333334	0.3715277777777778
8101	0.23303304347826087	0.4
100864	0.030389247311827964	0.07526881720430108
110090	-0.17828857142857144	0.02857142857142857
46169	0.3793745098039216	0.43137254901960786
49087	-0.14338166666666666	0.0
33285	0.032933673469387754	0.07142857142857142
73805	0.17044999999999996	0.26785714285714285
105634	-0.1115822429906542	0.018691588785046728
29372	-0.420808	0.04
30193	0.029775545851528376	0.10480349344978165
114446	-0.455627	0.45
80290	-0.10938666666666666	0.008333333333333333
56619	-0.13531935483870966	0.03225806451612903
103890	-0.014594230769230766	0.019230769230769232
34151	-0.057358807588075884	0.01084010840108401
104196	0.11374750000000002	0.225
119984	-0.005763082437275986	0.008960573476702509
73161	-0.09976388888888887	0.027777777777777776
64972	0.36147407407407406	0.037037037037037035
110117	-0.0976741935483871	0.03225806451612903
1202	-0.20601147540983608	0.5573770491803278
95027	0.31110000000000004	0.20454545454545456
54212	0.39348449612403097	0.3875968992248062
14797	-0.17204000000000003	0.0
11539	-0.1776096153846154	0.1346153846153846
109733	-0.1180457142857143	0.014285714285714285
62379	0.1899175824175824	0.12087912087912088
28277	0.0556609375	0.03125
36502	0.23317468354430376	0.27848101265822783
43082	-0.2086666666666667	0.041666666666666664
