meme_id,timestep,agent1,agent2
640,22,0.0,8.0
640,22,0.0,9.0
641,22,10.0,11.0
641,22,10.0,12.0
641,22,10.0,13.0
641,22,10.0,14.0
641,22,10.0,15.0
641,22,10.0,16.0
641,22,10.0,17.0
641,22,10.0,18.0
641,22,10.0,19.0
647,22,19.0,9.0
648,22,30.0,31.0
648,22,30.0,32.0
648,22,30.0,33.0
648,22,30.0,34.0
648,22,30.0,35.0
648,22,30.0,36.0
648,22,30.0,37.0
648,22,30.0,38.0
648,22,30.0,39.0
651,22,10.0,11.0
651,22,10.0,12.0
651,22,10.0,13.0
651,22,10.0,14.0
651,22,10.0,15.0
651,22,10.0,16.0
651,22,10.0,17.0
651,22,10.0,18.0
651,22,10.0,19.0
654,22,39.0,29.0
655,22,39.0,29.0
660,23,20.0,21.0
660,23,20.0,22.0
660,23,20.0,23.0
660,23,20.0,24.0
660,23,20.0,25.0
660,23,20.0,26.0
660,23,20.0,27.0
660,23,20.0,28.0
660,23,20.0,29.0
429,23,19.0,9.0
668,23,1l,5.0
668,23,1l,7.0
668,23,1l,16.0
668,23,1l,47.0
668,23,1l,0h
669,23,49.0,39.0
671,23,30.0,31.0
671,23,30.0,32.0
671,23,30.0,33.0
671,23,30.0,34.0
671,23,30.0,35.0
671,23,30.0,36.0
671,23,30.0,37.0
671,23,30.0,38.0
671,23,30.0,39.0
675,23,1l,5.0
675,23,1l,7.0
675,23,1l,16.0
675,23,1l,47.0
675,23,1l,0h
676,23,0h,9.0
676,23,0h,14.0
676,23,0h,19.0
676,23,0h,34.0
676,23,0h,1l
683,23,49.0,39.0
660,24,29.0,19.0
687,24,49.0,39.0
308,24,39.0,29.0
688,24,30.0,31.0
688,24,30.0,32.0
688,24,30.0,33.0
688,24,30.0,34.0
688,24,30.0,35.0
688,24,30.0,36.0
688,24,30.0,37.0
688,24,30.0,38.0
688,24,30.0,39.0
696,24,10.0,11.0
696,24,10.0,12.0
696,24,10.0,13.0
696,24,10.0,14.0
696,24,10.0,15.0
696,24,10.0,16.0
696,24,10.0,17.0
696,24,10.0,18.0
696,24,10.0,19.0
697,24,20.0,21.0
697,24,20.0,22.0
697,24,20.0,23.0
697,24,20.0,24.0
697,24,20.0,25.0
697,24,20.0,26.0
697,24,20.0,27.0
697,24,20.0,28.0
697,24,20.0,29.0
701,24,20.0,21.0
701,24,20.0,22.0
701,24,20.0,23.0
701,24,20.0,24.0
701,24,20.0,25.0
701,24,20.0,26.0
701,24,20.0,27.0
701,24,20.0,28.0
701,24,20.0,29.0
702,24,20.0,21.0
702,24,20.0,22.0
702,24,20.0,23.0
702,24,20.0,24.0
702,24,20.0,25.0
702,24,20.0,26.0
702,24,20.0,27.0
702,24,20.0,28.0
702,24,20.0,29.0
703,24,29.0,19.0
707,24,10.0,11.0
707,24,10.0,12.0
707,24,10.0,13.0
707,24,10.0,14.0
707,24,10.0,15.0
707,24,10.0,16.0
707,24,10.0,17.0
707,24,10.0,18.0
707,24,10.0,19.0
712,24,20.0,21.0
712,24,20.0,22.0
712,24,20.0,23.0
712,24,20.0,24.0
712,24,20.0,25.0
712,24,20.0,26.0
712,24,20.0,27.0
712,24,20.0,28.0
712,24,20.0,29.0
714,24,40.0,41.0
714,24,40.0,42.0
714,24,40.0,43.0
714,24,40.0,44.0
714,24,40.0,45.0
714,24,40.0,46.0
714,24,40.0,47.0
714,24,40.0,48.0
714,24,40.0,49.0
718,24,10.0,11.0
718,24,10.0,12.0
718,24,10.0,13.0
718,24,10.0,14.0
718,24,10.0,15.0
718,24,10.0,16.0
718,24,10.0,17.0
718,24,10.0,18.0
718,24,10.0,19.0
722,25,40.0,41.0
722,25,40.0,42.0
722,25,40.0,43.0
722,25,40.0,44.0
722,25,40.0,45.0
722,25,40.0,46.0
722,25,40.0,47.0
722,25,40.0,48.0
722,25,40.0,49.0
728,25,29.0,19.0
730,25,1l,5.0
730,25,1l,7.0
730,25,1l,16.0
730,25,1l,47.0
730,25,1l,0h
688,25,39.0,29.0
746,25,10.0,11.0
746,25,10.0,12.0
746,25,10.0,13.0
746,25,10.0,14.0
746,25,10.0,15.0
746,25,10.0,16.0
746,25,10.0,17.0
746,25,10.0,18.0
746,25,10.0,19.0
287,26,1l,5.0
287,26,1l,7.0
287,26,1l,16.0
287,26,1l,47.0
287,26,1l,0h
750,26,19.0,9.0
753,26,0.0,1.0
753,26,0.0,2.0
753,26,0.0,3.0
753,26,0.0,4.0
753,26,0.0,5.0
753,26,0.0,6.0
753,26,0.0,7.0
753,26,0.0,8.0
753,26,0.0,9.0
757,26,0h,9.0
757,26,0h,14.0
757,26,0h,19.0
757,26,0h,34.0
757,26,0h,1l
764,26,10.0,11.0
764,26,10.0,12.0
764,26,10.0,13.0
764,26,10.0,14.0
764,26,10.0,15.0
764,26,10.0,16.0
764,26,10.0,17.0
764,26,10.0,18.0
764,26,10.0,19.0
768,26,0.0,1.0
768,26,0.0,2.0
768,26,0.0,3.0
768,26,0.0,4.0
768,26,0.0,5.0
768,26,0.0,6.0
768,26,0.0,7.0
768,26,0.0,8.0
768,26,0.0,9.0
772,26,20.0,21.0
772,26,20.0,22.0
772,26,20.0,23.0
772,26,20.0,24.0
772,26,20.0,25.0
772,26,20.0,26.0
772,26,20.0,27.0
772,26,20.0,28.0
772,26,20.0,29.0
774,26,10.0,11.0
774,26,10.0,12.0
774,26,10.0,13.0
774,26,10.0,14.0
774,26,10.0,15.0
774,26,10.0,16.0
774,26,10.0,17.0
774,26,10.0,18.0
774,26,10.0,19.0
777,26,29.0,19.0
781,27,30.0,31.0
781,27,30.0,32.0
781,27,30.0,33.0
781,27,30.0,34.0
781,27,30.0,35.0
781,27,30.0,36.0
781,27,30.0,37.0
781,27,30.0,38.0
781,27,30.0,39.0
648,27,39.0,29.0
783,27,30.0,31.0
783,27,30.0,32.0
783,27,30.0,33.0
783,27,30.0,34.0
783,27,30.0,35.0
783,27,30.0,36.0
783,27,30.0,37.0
783,27,30.0,38.0
783,27,30.0,39.0
786,27,39.0,29.0
789,27,30.0,31.0
789,27,30.0,32.0
789,27,30.0,33.0
789,27,30.0,34.0
789,27,30.0,35.0
789,27,30.0,36.0
789,27,30.0,37.0
789,27,30.0,38.0
789,27,30.0,39.0
790,27,39.0,29.0
792,27,39.0,29.0
797,27,40.0,41.0
797,27,40.0,42.0
797,27,40.0,43.0
797,27,40.0,44.0
797,27,40.0,45.0
797,27,40.0,46.0
797,27,40.0,47.0
797,27,40.0,48.0
797,27,40.0,49.0
757,27,1l,5.0
757,27,1l,7.0
757,27,1l,16.0
757,27,1l,47.0
757,27,1l,0h
801,27,19.0,9.0
802,27,30.0,31.0
802,27,30.0,32.0
802,27,30.0,33.0
802,27,30.0,34.0
802,27,30.0,35.0
802,27,30.0,36.0
802,27,30.0,37.0
802,27,30.0,38.0
802,27,30.0,39.0
805,27,30.0,31.0
805,27,30.0,32.0
805,27,30.0,33.0
805,27,30.0,34.0
805,27,30.0,35.0
805,27,30.0,36.0
805,27,30.0,37.0
805,27,30.0,38.0
805,27,30.0,39.0
470,27,49.0,39.0
594,27,49.0,39.0
807,27,19.0,9.0
470,28,39.0,29.0
814,28,30.0,31.0
814,28,30.0,32.0
814,28,30.0,33.0
814,28,30.0,34.0
814,28,30.0,35.0
814,28,30.0,36.0
814,28,30.0,37.0
814,28,30.0,38.0
814,28,30.0,39.0
815,28,30.0,31.0
815,28,30.0,32.0
815,28,30.0,33.0
815,28,30.0,34.0
815,28,30.0,35.0
815,28,30.0,36.0
815,28,30.0,37.0
815,28,30.0,38.0
815,28,30.0,39.0
817,28,30.0,31.0
817,28,30.0,32.0
817,28,30.0,33.0
817,28,30.0,34.0
817,28,30.0,35.0
817,28,30.0,36.0
817,28,30.0,37.0
817,28,30.0,38.0
817,28,30.0,39.0
818,28,19.0,9.0
824,28,1l,5.0
824,28,1l,7.0
824,28,1l,16.0
824,28,1l,47.0
824,28,1l,0h
825,28,30.0,31.0
825,28,30.0,32.0
825,28,30.0,33.0
825,28,30.0,34.0
825,28,30.0,35.0
825,28,30.0,36.0
825,28,30.0,37.0
825,28,30.0,38.0
825,28,30.0,39.0
826,28,19.0,9.0
832,28,39.0,29.0
477,28,49.0,39.0
16,29,1l,5.0
16,29,1l,7.0
16,29,1l,16.0
16,29,1l,47.0
16,29,1l,0h
840,29,19.0,9.0
777,29,19.0,9.0
707,29,19.0,9.0
843,29,10.0,11.0
843,29,10.0,12.0
843,29,10.0,13.0
843,29,10.0,14.0
843,29,10.0,15.0
843,29,10.0,16.0
843,29,10.0,17.0
843,29,10.0,18.0
843,29,10.0,19.0
844,29,10.0,11.0
844,29,10.0,12.0
844,29,10.0,13.0
844,29,10.0,14.0
844,29,10.0,15.0
844,29,10.0,16.0
844,29,10.0,17.0
844,29,10.0,18.0
844,29,10.0,19.0
846,29,0h,9.0
846,29,0h,14.0
846,29,0h,19.0
846,29,0h,34.0
846,29,0h,1l
848,29,30.0,31.0
848,29,30.0,32.0
848,29,30.0,33.0
848,29,30.0,34.0
848,29,30.0,35.0
848,29,30.0,36.0
848,29,30.0,37.0
848,29,30.0,38.0
848,29,30.0,39.0
287,29,0h,9.0
287,29,0h,14.0
287,29,0h,19.0
287,29,0h,34.0
287,29,0h,1l
850,29,30.0,31.0
850,29,30.0,32.0
850,29,30.0,33.0
850,29,30.0,34.0
850,29,30.0,35.0
850,29,30.0,36.0
850,29,30.0,37.0
850,29,30.0,38.0
850,29,30.0,39.0
814,29,39.0,29.0
582,29,0h,9.0
582,29,0h,14.0
582,29,0h,19.0
582,29,0h,34.0
582,29,0h,1l
859,30,19.0,9.0
866,30,29.0,19.0
872,30,1l,5.0
872,30,1l,7.0
872,30,1l,16.0
872,30,1l,47.0
872,30,1l,0h
873,30,30.0,31.0
873,30,30.0,32.0
873,30,30.0,33.0
873,30,30.0,34.0
873,30,30.0,35.0
873,30,30.0,36.0
873,30,30.0,37.0
873,30,30.0,38.0
873,30,30.0,39.0
875,30,29.0,19.0
879,30,40.0,41.0
879,30,40.0,42.0
879,30,40.0,43.0
879,30,40.0,44.0
879,30,40.0,45.0
879,30,40.0,46.0
879,30,40.0,47.0
879,30,40.0,48.0
879,30,40.0,49.0
882,30,40.0,41.0
882,30,40.0,42.0
882,30,40.0,43.0
882,30,40.0,44.0
882,30,40.0,45.0
882,30,40.0,46.0
882,30,40.0,47.0
882,30,40.0,48.0
882,30,40.0,49.0
287,30,19.0,9.0
900,31,20.0,21.0
900,31,20.0,22.0
900,31,20.0,23.0
900,31,20.0,24.0
900,31,20.0,25.0
900,31,20.0,26.0
900,31,20.0,27.0
900,31,20.0,28.0
900,31,20.0,29.0
470,31,49.0,39.0
287,31,1l,5.0
287,31,1l,7.0
287,31,1l,16.0
287,31,1l,47.0
287,31,1l,0h
287,31,1l,5.0
287,31,1l,7.0
287,31,1l,16.0
287,31,1l,47.0
287,31,1l,0h
912,31,49.0,39.0
922,32,39.0,29.0
924,32,0.0,1.0
924,32,0.0,2.0
924,32,0.0,3.0
924,32,0.0,4.0
924,32,0.0,5.0
924,32,0.0,6.0
924,32,0.0,7.0
924,32,0.0,8.0
924,32,0.0,9.0
925,32,0.0,1.0
925,32,0.0,2.0
925,32,0.0,3.0
925,32,0.0,4.0
925,32,0.0,5.0
925,32,0.0,6.0
925,32,0.0,7.0
925,32,0.0,8.0
925,32,0.0,9.0
926,32,20.0,21.0
926,32,20.0,22.0
926,32,20.0,23.0
926,32,20.0,24.0
926,32,20.0,25.0
926,32,20.0,26.0
926,32,20.0,27.0
926,32,20.0,28.0
926,32,20.0,29.0
928,32,0.0,1.0
928,32,0.0,2.0
928,32,0.0,3.0
928,32,0.0,4.0
928,32,0.0,5.0
928,32,0.0,6.0
928,32,0.0,7.0
928,32,0.0,8.0
928,32,0.0,9.0
930,32,0h,9.0
930,32,0h,14.0
930,32,0h,19.0
930,32,0h,34.0
930,32,0h,1l
922,32,29.0,19.0
545,32,1l,5.0
545,32,1l,7.0
545,32,1l,16.0
545,32,1l,47.0
545,32,1l,0h
675,32,0h,9.0
675,32,0h,14.0
675,32,0h,19.0
675,32,0h,34.0
675,32,0h,1l
938,32,39.0,29.0
943,32,40.0,41.0
943,32,40.0,42.0
943,32,40.0,43.0
943,32,40.0,44.0
943,32,40.0,45.0
943,32,40.0,46.0
943,32,40.0,47.0
943,32,40.0,48.0
943,32,40.0,49.0
944,32,10.0,11.0
944,32,10.0,12.0
944,32,10.0,13.0
944,32,10.0,14.0
944,32,10.0,15.0
944,32,10.0,16.0
944,32,10.0,17.0
944,32,10.0,18.0
944,32,10.0,19.0
955,33,29.0,19.0
872,33,0h,9.0
872,33,0h,14.0
872,33,0h,19.0
872,33,0h,34.0
872,33,0h,1l
958,33,30.0,31.0
958,33,30.0,32.0
958,33,30.0,33.0
958,33,30.0,34.0
958,33,30.0,35.0
958,33,30.0,36.0
958,33,30.0,37.0
958,33,30.0,38.0
958,33,30.0,39.0
844,33,19.0,9.0
970,33,49.0,39.0
971,33,0.0,1.0
971,33,0.0,2.0
971,33,0.0,3.0
971,33,0.0,4.0
971,33,0.0,5.0
971,33,0.0,6.0
971,33,0.0,7.0
971,33,0.0,8.0
971,33,0.0,9.0
972,33,0.0,1.0
972,33,0.0,2.0
972,33,0.0,3.0
972,33,0.0,4.0
972,33,0.0,5.0
972,33,0.0,6.0
972,33,0.0,7.0
972,33,0.0,8.0
972,33,0.0,9.0
973,33,0h,9.0
973,33,0h,14.0
973,33,0h,19.0
973,33,0h,34.0
973,33,0h,1l
977,33,0.0,1.0
977,33,0.0,2.0
977,33,0.0,3.0
977,33,0.0,4.0
977,33,0.0,5.0
977,33,0.0,6.0
977,33,0.0,7.0
977,33,0.0,8.0
977,33,0.0,9.0
702,33,29.0,19.0
978,33,29.0,19.0
986,33,20.0,21.0
986,33,20.0,22.0
986,33,20.0,23.0
986,33,20.0,24.0
986,33,20.0,25.0
986,33,20.0,26.0
986,33,20.0,27.0
986,33,20.0,28.0
986,33,20.0,29.0
992,34,0h,9.0
992,34,0h,14.0
992,34,0h,19.0
992,34,0h,34.0
992,34,0h,1l
287,34,1l,5.0
287,34,1l,7.0
287,34,1l,16.0
287,34,1l,47.0
287,34,1l,0h
922,34,29.0,19.0
1000,34,10.0,11.0
1000,34,10.0,12.0
1000,34,10.0,13.0
1000,34,10.0,14.0
1000,34,10.0,15.0
1000,34,10.0,16.0
1000,34,10.0,17.0
1000,34,10.0,18.0
1000,34,10.0,19.0
545,34,1l,5.0
545,34,1l,7.0
545,34,1l,16.0
545,34,1l,47.0
545,34,1l,0h
1002,34,0.0,1.0
1002,34,0.0,2.0
1002,34,0.0,3.0
1002,34,0.0,4.0
1002,34,0.0,5.0
1002,34,0.0,6.0
1002,34,0.0,7.0
1002,34,0.0,8.0
1002,34,0.0,9.0
1005,34,49.0,39.0
1006,34,19.0,9.0
1008,34,10.0,11.0
1008,34,10.0,12.0
1008,34,10.0,13.0
1008,34,10.0,14.0
1008,34,10.0,15.0
1008,34,10.0,16.0
1008,34,10.0,17.0
1008,34,10.0,18.0
1008,34,10.0,19.0
1009,34,0h,9.0
1009,34,0h,14.0
1009,34,0h,19.0
1009,34,0h,34.0
1009,34,0h,1l
1011,34,49.0,39.0
1014,34,10.0,11.0
1014,34,10.0,12.0
1014,34,10.0,13.0
1014,34,10.0,14.0
1014,34,10.0,15.0
1014,34,10.0,16.0
1014,34,10.0,17.0
1014,34,10.0,18.0
1014,34,10.0,19.0
1016,34,10.0,11.0
1016,34,10.0,12.0
1016,34,10.0,13.0
1016,34,10.0,14.0
1016,34,10.0,15.0
1016,34,10.0,16.0
1016,34,10.0,17.0
1016,34,10.0,18.0
1016,34,10.0,19.0
633,35,49.0,39.0
1020,35,40.0,41.0
1020,35,40.0,42.0
1020,35,40.0,43.0
1020,35,40.0,44.0
1020,35,40.0,45.0
1020,35,40.0,46.0
1020,35,40.0,47.0
1020,35,40.0,48.0
1020,35,40.0,49.0
1022,35,0.0,1.0
1022,35,0.0,2.0
1022,35,0.0,3.0
1022,35,0.0,4.0
1022,35,0.0,5.0
1022,35,0.0,6.0
1022,35,0.0,7.0
1022,35,0.0,8.0
1022,35,0.0,9.0
631,35,0h,9.0
631,35,0h,14.0
631,35,0h,19.0
631,35,0h,34.0
631,35,0h,1l
1024,35,20.0,21.0
1024,35,20.0,22.0
1024,35,20.0,23.0
1024,35,20.0,24.0
1024,35,20.0,25.0
1024,35,20.0,26.0
1024,35,20.0,27.0
1024,35,20.0,28.0
1024,35,20.0,29.0
1026,35,0h,9.0
1026,35,0h,14.0
1026,35,0h,19.0
1026,35,0h,34.0
1026,35,0h,1l
912,35,39.0,29.0
1033,35,20.0,21.0
1033,35,20.0,22.0
1033,35,20.0,23.0
1033,35,20.0,24.0
1033,35,20.0,25.0
1033,35,20.0,26.0
1033,35,20.0,27.0
1033,35,20.0,28.0
1033,35,20.0,29.0
1034,35,29.0,19.0
912,35,39.0,29.0
1040,35,0.0,1.0
1040,35,0.0,2.0
1040,35,0.0,3.0
1040,35,0.0,4.0
1040,35,0.0,5.0
1040,35,0.0,6.0
1040,35,0.0,7.0
1040,35,0.0,8.0
1040,35,0.0,9.0
1045,36,29.0,19.0
1049,36,30.0,31.0
1049,36,30.0,32.0
1049,36,30.0,33.0
1049,36,30.0,34.0
1049,36,30.0,35.0
1049,36,30.0,36.0
1049,36,30.0,37.0
1049,36,30.0,38.0
1049,36,30.0,39.0
1050,36,20.0,21.0
1050,36,20.0,22.0
1050,36,20.0,23.0
1050,36,20.0,24.0
1050,36,20.0,25.0
1050,36,20.0,26.0
1050,36,20.0,27.0
1050,36,20.0,28.0
1050,36,20.0,29.0
1052,36,0.0,1.0
1052,36,0.0,2.0
1052,36,0.0,3.0
1052,36,0.0,4.0
1052,36,0.0,5.0
1052,36,0.0,6.0
1052,36,0.0,7.0
1052,36,0.0,8.0
1052,36,0.0,9.0
1056,36,0.0,1.0
1056,36,0.0,2.0
1056,36,0.0,3.0
1056,36,0.0,4.0
1056,36,0.0,5.0
1056,36,0.0,6.0
1056,36,0.0,7.0
1056,36,0.0,8.0
1056,36,0.0,9.0
1057,36,20.0,21.0
1057,36,20.0,22.0
1057,36,20.0,23.0
1057,36,20.0,24.0
1057,36,20.0,25.0
1057,36,20.0,26.0
1057,36,20.0,27.0
1057,36,20.0,28.0
1057,36,20.0,29.0
1059,36,1l,5.0
1059,36,1l,7.0
1059,36,1l,16.0
1059,36,1l,47.0
1059,36,1l,0h
1060,36,20.0,21.0
1060,36,20.0,22.0
1060,36,20.0,23.0
1060,36,20.0,24.0
1060,36,20.0,25.0
1060,36,20.0,26.0
1060,36,20.0,27.0
1060,36,20.0,28.0
1060,36,20.0,29.0
1071,36,30.0,31.0
1071,36,30.0,32.0
1071,36,30.0,33.0
1071,36,30.0,34.0
1071,36,30.0,35.0
1071,36,30.0,36.0
1071,36,30.0,37.0
1071,36,30.0,38.0
1071,36,30.0,39.0
1073,37,0h,9.0
1073,37,0h,14.0
1073,37,0h,19.0
1073,37,0h,34.0
1073,37,0h,1l
1074,37,49.0,39.0
926,37,29.0,19.0
970,37,39.0,29.0
1080,37,19.0,9.0
1060,37,29.0,19.0
825,37,39.0,29.0
1090,37,20.0,21.0
1090,37,20.0,22.0
1090,37,20.0,23.0
1090,37,20.0,24.0
1090,37,20.0,25.0
1090,37,20.0,26.0
1090,37,20.0,27.0
1090,37,20.0,28.0
1090,37,20.0,29.0
1073,37,19.0,9.0
1097,37,0.0,1.0
1097,37,0.0,2.0
1097,37,0.0,3.0
1097,37,0.0,4.0
1097,37,0.0,5.0
1097,37,0.0,6.0
1097,37,0.0,7.0
1097,37,0.0,8.0
1097,37,0.0,9.0
1101,37,10.0,11.0
1101,37,10.0,12.0
1101,37,10.0,13.0
1101,37,10.0,14.0
1101,37,10.0,15.0
1101,37,10.0,16.0
1101,37,10.0,17.0
1101,37,10.0,18.0
1101,37,10.0,19.0
1103,37,0.0,1.0
1103,37,0.0,2.0
1103,37,0.0,3.0
1103,37,0.0,4.0
1103,37,0.0,5.0
1103,37,0.0,6.0
1103,37,0.0,7.0
1103,37,0.0,8.0
1103,37,0.0,9.0
1110,38,0.0,1.0
1110,38,0.0,2.0
1110,38,0.0,3.0
1110,38,0.0,4.0
1110,38,0.0,5.0
1110,38,0.0,6.0
1110,38,0.0,7.0
1110,38,0.0,8.0
1110,38,0.0,9.0
1111,38,10.0,11.0
1111,38,10.0,12.0
1111,38,10.0,13.0
1111,38,10.0,14.0
1111,38,10.0,15.0
1111,38,10.0,16.0
1111,38,10.0,17.0
1111,38,10.0,18.0
1111,38,10.0,19.0
1112,38,10.0,11.0
1112,38,10.0,12.0
1112,38,10.0,13.0
1112,38,10.0,14.0
1112,38,10.0,15.0
1112,38,10.0,16.0
1112,38,10.0,17.0
1112,38,10.0,18.0
1112,38,10.0,19.0
1113,38,19.0,9.0
1117,38,19.0,9.0
882,38,49.0,39.0
1121,38,30.0,31.0
1121,38,30.0,32.0
1121,38,30.0,33.0
1121,38,30.0,34.0
1121,38,30.0,35.0
1121,38,30.0,36.0
1121,38,30.0,37.0
1121,38,30.0,38.0
1121,38,30.0,39.0
1034,38,19.0,9.0
1112,38,19.0,9.0
1124,38,40.0,41.0
1124,38,40.0,42.0
1124,38,40.0,43.0
1124,38,40.0,44.0
1124,38,40.0,45.0
1124,38,40.0,46.0
1124,38,40.0,47.0
1124,38,40.0,48.0
1124,38,40.0,49.0
1126,38,30.0,31.0
1126,38,30.0,32.0
1126,38,30.0,33.0
1126,38,30.0,34.0
1126,38,30.0,35.0
1126,38,30.0,36.0
1126,38,30.0,37.0
1126,38,30.0,38.0
1126,38,30.0,39.0
1131,38,0.0,1.0
1131,38,0.0,2.0
1131,38,0.0,3.0
1131,38,0.0,4.0
1131,38,0.0,5.0
1131,38,0.0,6.0
1131,38,0.0,7.0
1131,38,0.0,8.0
1131,38,0.0,9.0
1132,38,30.0,31.0
1132,38,30.0,32.0
1132,38,30.0,33.0
1132,38,30.0,34.0
1132,38,30.0,35.0
1132,38,30.0,36.0
1132,38,30.0,37.0
1132,38,30.0,38.0
1132,38,30.0,39.0
1133,38,30.0,31.0
1133,38,30.0,32.0
1133,38,30.0,33.0
1133,38,30.0,34.0
1133,38,30.0,35.0
1133,38,30.0,36.0
1133,38,30.0,37.0
1133,38,30.0,38.0
1133,38,30.0,39.0
1134,38,39.0,29.0
1138,39,30.0,31.0
1138,39,30.0,32.0
1138,39,30.0,33.0
1138,39,30.0,34.0
1138,39,30.0,35.0
1138,39,30.0,36.0
1138,39,30.0,37.0
1138,39,30.0,38.0
1138,39,30.0,39.0
1140,39,29.0,19.0
1143,39,29.0,19.0
1144,39,0.0,1.0
1144,39,0.0,2.0
1144,39,0.0,3.0
1144,39,0.0,4.0
1144,39,0.0,5.0
1144,39,0.0,6.0
1144,39,0.0,7.0
1144,39,0.0,8.0
1144,39,0.0,9.0
1147,39,39.0,29.0
1150,39,1l,5.0
1150,39,1l,7.0
1150,39,1l,16.0
1150,39,1l,47.0
1150,39,1l,0h
1153,39,19.0,9.0
1101,39,19.0,9.0
1156,39,0.0,1.0
1156,39,0.0,2.0
1156,39,0.0,3.0
1156,39,0.0,4.0
1156,39,0.0,5.0
1156,39,0.0,6.0
1156,39,0.0,7.0
1156,39,0.0,8.0
1156,39,0.0,9.0
1157,39,1l,5.0
1157,39,1l,7.0
1157,39,1l,16.0
1157,39,1l,47.0
1157,39,1l,0h
594,39,49.0,39.0
992,39,1l,5.0
992,39,1l,7.0
992,39,1l,16.0
992,39,1l,47.0
992,39,1l,0h
1160,39,0.0,1.0
1160,39,0.0,2.0
1160,39,0.0,3.0
1160,39,0.0,4.0
1160,39,0.0,5.0
1160,39,0.0,6.0
1160,39,0.0,7.0
1160,39,0.0,8.0
1160,39,0.0,9.0
1162,39,40.0,41.0
1162,39,40.0,42.0
1162,39,40.0,43.0
1162,39,40.0,44.0
1162,39,40.0,45.0
1162,39,40.0,46.0
1162,39,40.0,47.0
1162,39,40.0,48.0
1162,39,40.0,49.0
1163,39,40.0,41.0
1163,39,40.0,42.0
1163,39,40.0,43.0
1163,39,40.0,44.0
1163,39,40.0,45.0
1163,39,40.0,46.0
1163,39,40.0,47.0
1163,39,40.0,48.0
1163,39,40.0,49.0
1164,39,19.0,9.0
1167,39,10.0,11.0
1167,39,10.0,12.0
1167,39,10.0,13.0
1167,39,10.0,14.0
1167,39,10.0,15.0
1167,39,10.0,16.0
1167,39,10.0,17.0
1167,39,10.0,18.0
1167,39,10.0,19.0
1168,39,0.0,1.0
1168,39,0.0,2.0
1168,39,0.0,3.0
1168,39,0.0,4.0
1168,39,0.0,5.0
1168,39,0.0,6.0
1168,39,0.0,7.0
1168,39,0.0,8.0
1168,39,0.0,9.0
1170,39,49.0,39.0
1172,39,1l,5.0
1172,39,1l,7.0
1172,39,1l,16.0
1172,39,1l,47.0
1172,39,1l,0h
1173,39,19.0,9.0
1174,39,10.0,11.0
1174,39,10.0,12.0
1174,39,10.0,13.0
1174,39,10.0,14.0
1174,39,10.0,15.0
1174,39,10.0,16.0
1174,39,10.0,17.0
1174,39,10.0,18.0
1174,39,10.0,19.0
872,40,0h,9.0
872,40,0h,14.0
872,40,0h,19.0
872,40,0h,34.0
872,40,0h,1l
1175,40,30.0,31.0
1175,40,30.0,32.0
1175,40,30.0,33.0
1175,40,30.0,34.0
1175,40,30.0,35.0
1175,40,30.0,36.0
1175,40,30.0,37.0
1175,40,30.0,38.0
1175,40,30.0,39.0
1178,40,20.0,21.0
1178,40,20.0,22.0
1178,40,20.0,23.0
1178,40,20.0,24.0
1178,40,20.0,25.0
1178,40,20.0,26.0
1178,40,20.0,27.0
1178,40,20.0,28.0
1178,40,20.0,29.0
930,40,1l,5.0
930,40,1l,7.0
930,40,1l,16.0
930,40,1l,47.0
930,40,1l,0h
675,40,1l,5.0
675,40,1l,7.0
675,40,1l,16.0
675,40,1l,47.0
675,40,1l,0h
1183,40,0h,9.0
1183,40,0h,14.0
1183,40,0h,19.0
1183,40,0h,34.0
1183,40,0h,1l
1184,40,40.0,41.0
1184,40,40.0,42.0
1184,40,40.0,43.0
1184,40,40.0,44.0
1184,40,40.0,45.0
1184,40,40.0,46.0
1184,40,40.0,47.0
1184,40,40.0,48.0
1184,40,40.0,49.0
1073,40,19.0,9.0
1191,40,40.0,41.0
1191,40,40.0,42.0
1191,40,40.0,43.0
1191,40,40.0,44.0
1191,40,40.0,45.0
1191,40,40.0,46.0
1191,40,40.0,47.0
1191,40,40.0,48.0
1191,40,40.0,49.0
973,40,1l,5.0
973,40,1l,7.0
973,40,1l,16.0
973,40,1l,47.0
973,40,1l,0h
1198,40,10.0,11.0
1198,40,10.0,12.0
1198,40,10.0,13.0
1198,40,10.0,14.0
1198,40,10.0,15.0
1198,40,10.0,16.0
1198,40,10.0,17.0
1198,40,10.0,18.0
1198,40,10.0,19.0
757,40,1l,5.0
757,40,1l,7.0
757,40,1l,16.0
757,40,1l,47.0
757,40,1l,0h
872,40,19.0,9.0
1200,40,30.0,31.0
1200,40,30.0,32.0
1200,40,30.0,33.0
1200,40,30.0,34.0
1200,40,30.0,35.0
1200,40,30.0,36.0
1200,40,30.0,37.0
1200,40,30.0,38.0
1200,40,30.0,39.0
1201,40,19.0,9.0
1200,41,39.0,29.0
1206,41,29.0,19.0
675,41,1l,5.0
675,41,1l,7.0
675,41,1l,16.0
675,41,1l,47.0
675,41,1l,0h
926,41,19.0,9.0
930,41,1l,5.0
930,41,1l,7.0
930,41,1l,16.0
930,41,1l,47.0
930,41,1l,0h
1212,41,40.0,41.0
1212,41,40.0,42.0
1212,41,40.0,43.0
1212,41,40.0,44.0
1212,41,40.0,45.0
1212,41,40.0,46.0
