message_id,timestep,source,target
501,18,30.0,38.0
522,18,0c,8.0
519,18,20.0,25.0
204,18,1c,27.0
28,18,0.0,4.0
521,18,10.0,14.0
522,18,0c,15.0
499,18,40.0,48.0
204,18,1c,29.0
519,18,20.0,26.0
521,18,10.0,15.0
501,18,30.0,39.0
28,18,0.0,5.0
519,18,20.0,27.0
499,18,40.0,49.0
522,18,0c,27.0
204,18,1c,43.0
521,18,10.0,16.0
519,18,20.0,28.0
28,18,0.0,6.0
521,18,10.0,17.0
522,18,0c,37.0
28,18,0.0,7.0
204,18,1c,48.0
521,18,10.0,18.0
28,18,0.0,8.0
521,18,10.0,19.0
519,18,20.0,29.0
522,18,0c,41.0
204,18,1c,0c
522,18,0c,43.0
28,18,0.0,9.0
522,18,0c,1c
529,19,29.0,19.0
540,19,30.0,31.0
541,19,0c,0.0
545,19,10.0,11.0
487,19,20.0,21.0
204,19,0.0,1.0
550,19,49.0,39.0
541,19,0c,2.0
545,19,10.0,12.0
547,19,19.0,9.0
487,19,20.0,22.0
541,19,0c,8.0
204,19,0.0,2.0
540,19,30.0,32.0
541,19,0c,15.0
487,19,20.0,23.0
545,19,10.0,13.0
541,19,0c,27.0
487,19,20.0,24.0
545,19,10.0,14.0
204,19,0.0,3.0
522,19,1c,4.0
540,19,30.0,33.0
553,19,39.0,29.0
522,19,1c,5.0
487,19,20.0,25.0
540,19,30.0,34.0
541,19,0c,37.0
204,19,0.0,4.0
545,19,10.0,15.0
522,19,1c,7.0
487,19,20.0,26.0
541,19,0c,41.0
554,19,40.0,41.0
540,19,30.0,35.0
204,19,0.0,5.0
204,19,0.0,6.0
541,19,0c,43.0
487,19,20.0,27.0
545,19,10.0,16.0
554,19,40.0,42.0
540,19,30.0,36.0
522,19,1c,13.0
554,19,40.0,43.0
487,19,20.0,28.0
545,19,10.0,17.0
541,19,0c,1c
204,19,0.0,7.0
487,19,20.0,29.0
522,19,1c,20.0
554,19,40.0,44.0
540,19,30.0,37.0
545,19,10.0,18.0
204,19,0.0,8.0
554,19,40.0,45.0
522,19,1c,27.0
540,19,30.0,38.0
522,19,1c,29.0
545,19,10.0,19.0
204,19,0.0,9.0
554,19,40.0,46.0
540,19,30.0,39.0
522,19,1c,43.0
554,19,40.0,47.0
522,19,1c,48.0
554,19,40.0,48.0
522,19,1c,0c
554,19,40.0,49.0
464,20,39.0,29.0
559,20,1c,4.0
557,20,0c,0.0
559,20,1c,5.0
557,20,0c,2.0
560,20,19.0,9.0
557,20,0c,8.0
563,20,30.0,31.0
559,20,1c,7.0
562,20,10.0,11.0
557,20,0c,15.0
563,20,30.0,32.0
562,20,10.0,12.0
559,20,1c,13.0
567,20,20.0,21.0
562,20,10.0,13.0
557,20,0c,27.0
563,20,30.0,33.0
559,20,1c,20.0
567,20,20.0,22.0
487,20,29.0,19.0
46,20,0.0,1.0
557,20,0c,37.0
559,20,1c,27.0
562,20,10.0,14.0
559,20,1c,29.0
563,20,30.0,34.0
571,20,40.0,41.0
46,20,0.0,2.0
557,20,0c,41.0
567,20,20.0,23.0
571,20,40.0,42.0
557,20,0c,43.0
46,20,0.0,3.0
563,20,30.0,35.0
562,20,10.0,15.0
557,20,0c,1c
571,20,40.0,43.0
567,20,20.0,24.0
46,20,0.0,4.0
571,20,40.0,44.0
567,20,20.0,25.0
559,20,1c,43.0
562,20,10.0,16.0
563,20,30.0,36.0
571,20,40.0,45.0
559,20,1c,48.0
563,20,30.0,37.0
562,20,10.0,17.0
46,20,0.0,5.0
567,20,20.0,26.0
571,20,40.0,46.0
563,20,30.0,38.0
562,20,10.0,18.0
567,20,20.0,27.0
559,20,1c,0c
571,20,40.0,47.0
46,20,0.0,6.0
563,20,30.0,39.0
562,20,10.0,19.0
554,20,49.0,39.0
567,20,20.0,28.0
571,20,40.0,48.0
46,20,0.0,7.0
567,20,20.0,29.0
571,20,40.0,49.0
46,20,0.0,8.0
46,20,0.0,9.0
333,21,19.0,9.0
448,21,49.0,39.0
587,21,10.0,11.0
28,21,20.0,21.0
46,21,0.0,1.0
587,21,10.0,12.0
46,21,0.0,2.0
591,21,1c,4.0
28,21,20.0,22.0
591,21,1c,5.0
598,21,39.0,29.0
587,21,10.0,13.0
28,21,20.0,23.0
601,21,40.0,41.0
605,21,0c,0.0
46,21,0.0,3.0
587,21,10.0,14.0
46,21,0.0,4.0
601,21,40.0,42.0
587,21,10.0,15.0
28,21,20.0,24.0
382,21,29.0,19.0
605,21,0c,2.0
601,21,40.0,43.0
591,21,1c,7.0
605,21,0c,8.0
607,21,30.0,31.0
46,21,0.0,5.0
28,21,20.0,25.0
601,21,40.0,44.0
591,21,1c,13.0
28,21,20.0,26.0
587,21,10.0,16.0
607,21,30.0,32.0
46,21,0.0,6.0
591,21,1c,20.0
605,21,0c,15.0
28,21,20.0,27.0
601,21,40.0,45.0
607,21,30.0,33.0
587,21,10.0,17.0
46,21,0.0,7.0
587,21,10.0,18.0
601,21,40.0,46.0
28,21,20.0,28.0
607,21,30.0,34.0
46,21,0.0,8.0
28,21,20.0,29.0
587,21,10.0,19.0
605,21,0c,27.0
601,21,40.0,47.0
607,21,30.0,35.0
46,21,0.0,9.0
591,21,1c,27.0
601,21,40.0,48.0
605,21,0c,37.0
591,21,1c,29.0
601,21,40.0,49.0
591,21,1c,43.0
605,21,0c,41.0
607,21,30.0,36.0
605,21,0c,43.0
591,21,1c,48.0
607,21,30.0,37.0
591,21,1c,0c
605,21,0c,1c
607,21,30.0,38.0
607,21,30.0,39.0
609,22,10.0,11.0
609,22,10.0,12.0
613,22,1c,4.0
559,22,29.0,19.0
609,22,10.0,13.0
613,22,1c,5.0
615,22,20.0,21.0
613,22,1c,7.0
609,22,10.0,14.0
616,22,30.0,31.0
613,22,1c,13.0
616,22,30.0,32.0
305,22,0c,0.0
615,22,20.0,22.0
613,22,1c,20.0
616,22,30.0,33.0
609,22,10.0,15.0
616,22,30.0,34.0
613,22,1c,27.0
343,22,19.0,9.0
626,22,0.0,1.0
609,22,10.0,16.0
305,22,0c,2.0
616,22,30.0,35.0
613,22,1c,29.0
615,22,20.0,23.0
609,22,10.0,17.0
626,22,0.0,2.0
613,22,1c,43.0
616,22,30.0,36.0
281,22,49.0,39.0
609,22,10.0,18.0
626,22,0.0,3.0
615,22,20.0,24.0
613,22,1c,48.0
609,22,10.0,19.0
615,22,20.0,25.0
616,22,30.0,37.0
305,22,0c,8.0
615,22,20.0,26.0
626,22,0.0,4.0
305,22,0c,15.0
613,22,1c,0c
633,22,40.0,41.0
616,22,30.0,38.0
615,22,20.0,27.0
626,22,0.0,5.0
616,22,30.0,39.0
615,22,20.0,28.0
637,22,39.0,29.0
305,22,0c,27.0
615,22,20.0,29.0
633,22,40.0,42.0
626,22,0.0,6.0
305,22,0c,37.0
633,22,40.0,43.0
626,22,0.0,7.0
305,22,0c,41.0
626,22,0.0,8.0
633,22,40.0,44.0
305,22,0c,43.0
626,22,0.0,9.0
305,22,0c,1c
633,22,40.0,45.0
633,22,40.0,46.0
633,22,40.0,47.0
633,22,40.0,48.0
633,22,40.0,49.0
639,23,30.0,31.0
640,23,39.0,29.0
639,23,30.0,32.0
645,23,19.0,9.0
639,23,30.0,33.0
649,23,10.0,11.0
651,23,40.0,41.0
652,23,0.0,1.0
639,23,30.0,34.0
649,23,10.0,12.0
253,23,49.0,39.0
651,23,40.0,42.0
652,23,0.0,2.0
649,23,10.0,13.0
639,23,30.0,35.0
661,23,0c,0.0
658,23,1c,4.0
649,23,10.0,14.0
652,23,0.0,3.0
423,23,20.0,21.0
639,23,30.0,36.0
658,23,1c,5.0
639,23,30.0,37.0
651,23,40.0,43.0
661,23,0c,2.0
423,23,20.0,22.0
661,23,0c,8.0
658,23,1c,7.0
639,23,30.0,38.0
652,23,0.0,4.0
651,23,40.0,44.0
639,23,30.0,39.0
661,23,0c,15.0
649,23,10.0,15.0
661,23,0c,27.0
423,23,20.0,23.0
658,23,1c,13.0
652,23,0.0,5.0
649,23,10.0,16.0
651,23,40.0,45.0
666,23,29.0,19.0
658,23,1c,20.0
423,23,20.0,24.0
661,23,0c,37.0
652,23,0.0,6.0
423,23,20.0,25.0
651,23,40.0,46.0
658,23,1c,27.0
649,23,10.0,17.0
658,23,1c,29.0
423,23,20.0,26.0
661,23,0c,41.0
651,23,40.0,47.0
652,23,0.0,7.0
649,23,10.0,18.0
423,23,20.0,27.0
651,23,40.0,48.0
658,23,1c,43.0
661,23,0c,43.0
423,23,20.0,28.0
649,23,10.0,19.0
651,23,40.0,49.0
652,23,0.0,8.0
658,23,1c,48.0
652,23,0.0,9.0
423,23,20.0,29.0
661,23,0c,1c
658,23,1c,0c
669,24,40.0,41.0
669,24,40.0,42.0
669,24,40.0,43.0
677,24,10.0,11.0
669,24,40.0,44.0
487,24,19.0,9.0
423,24,29.0,19.0
677,24,10.0,12.0
681,24,30.0,31.0
669,24,40.0,45.0
681,24,30.0,32.0
677,24,10.0,13.0
682,24,1c,4.0
423,24,20.0,21.0
423,24,20.0,22.0
669,24,40.0,46.0
677,24,10.0,14.0
681,24,30.0,33.0
682,24,1c,5.0
421,24,49.0,39.0
669,24,40.0,47.0
677,24,10.0,15.0
423,24,20.0,23.0
669,24,40.0,48.0
689,24,0c,0.0
605,24,0.0,1.0
423,24,20.0,24.0
682,24,1c,7.0
669,24,40.0,49.0
605,24,0.0,2.0
423,24,20.0,25.0
677,24,10.0,16.0
682,24,1c,13.0
689,24,0c,2.0
689,24,0c,8.0
677,24,10.0,17.0
423,24,20.0,26.0
605,24,0.0,3.0
682,24,1c,20.0
681,24,30.0,34.0
677,24,10.0,18.0
481,24,39.0,29.0
677,24,10.0,19.0
689,24,0c,15.0
681,24,30.0,35.0
605,24,0.0,4.0
682,24,1c,27.0
423,24,20.0,27.0
605,24,0.0,5.0
605,24,0.0,6.0
689,24,0c,27.0
681,24,30.0,36.0
681,24,30.0,37.0
605,24,0.0,7.0
423,24,20.0,28.0
682,24,1c,29.0
689,24,0c,37.0
605,24,0.0,8.0
681,24,30.0,38.0
689,24,0c,41.0
605,24,0.0,9.0
682,24,1c,43.0
423,24,20.0,29.0
681,24,30.0,39.0
689,24,0c,43.0
682,24,1c,48.0
689,24,0c,1c
682,24,1c,0c
186,25,0.0,1.0
423,25,29.0,19.0
696,25,30.0,31.0
698,25,0c,0.0
186,25,0.0,2.0
706,25,10.0,11.0
186,25,0.0,3.0
698,25,0c,2.0
696,25,30.0,32.0
186,25,0.0,4.0
703,25,19.0,9.0
698,25,0c,8.0
706,25,10.0,12.0
186,25,0.0,5.0
696,25,30.0,33.0
706,25,10.0,13.0
639,25,39.0,29.0
186,25,0.0,6.0
696,25,30.0,34.0
698,25,0c,15.0
423,25,1c,4.0
186,25,0.0,7.0
712,25,49.0,39.0
706,25,10.0,14.0
698,25,0c,27.0
186,25,0.0,8.0
696,25,30.0,35.0
698,25,0c,37.0
423,25,1c,5.0
186,25,0.0,9.0
423,25,1c,7.0
706,25,10.0,15.0
696,25,30.0,36.0
698,25,0c,41.0
721,25,40.0,41.0
522,25,20.0,21.0
423,25,1c,13.0
706,25,10.0,16.0
423,25,1c,20.0
698,25,0c,43.0
721,25,40.0,42.0
696,25,30.0,37.0
423,25,1c,27.0
698,25,0c,1c
696,25,30.0,38.0
706,25,10.0,17.0
522,25,20.0,22.0
721,25,40.0,43.0
522,25,20.0,23.0
423,25,1c,29.0
696,25,30.0,39.0
706,25,10.0,18.0
522,25,20.0,24.0
423,25,1c,43.0
522,25,20.0,25.0
706,25,10.0,19.0
721,25,40.0,44.0
721,25,40.0,45.0
423,25,1c,48.0
522,25,20.0,26.0
721,25,40.0,46.0
423,25,1c,0c
522,25,20.0,27.0
721,25,40.0,47.0
522,25,20.0,28.0
721,25,40.0,48.0
522,25,20.0,29.0
721,25,40.0,49.0
722,26,0.0,1.0
722,26,0.0,2.0
728,26,49.0,39.0
722,26,0.0,3.0
681,26,39.0,29.0
661,26,1c,4.0
734,26,30.0,31.0
737,26,10.0,11.0
722,26,0.0,4.0
661,26,1c,5.0
742,26,29.0,19.0
737,26,10.0,12.0
734,26,30.0,32.0
737,26,10.0,13.0
423,26,19.0,9.0
722,26,0.0,5.0
661,26,1c,7.0
423,26,20.0,21.0
722,26,0.0,6.0
734,26,30.0,33.0
737,26,10.0,14.0
734,26,30.0,34.0
750,26,0c,0.0
722,26,0.0,7.0
737,26,10.0,15.0
423,26,20.0,22.0
661,26,1c,13.0
750,26,0c,2.0
722,26,0.0,8.0
734,26,30.0,35.0
737,26,10.0,16.0
752,26,40.0,41.0
722,26,0.0,9.0
750,26,0c,8.0
423,26,20.0,23.0
737,26,10.0,17.0
752,26,40.0,42.0
423,26,20.0,24.0
734,26,30.0,36.0
661,26,1c,20.0
750,26,0c,15.0
661,26,1c,27.0
737,26,10.0,18.0
734,26,30.0,37.0
752,26,40.0,43.0
752,26,40.0,44.0
423,26,20.0,25.0
661,26,1c,29.0
750,26,0c,27.0
423,26,20.0,26.0
750,26,0c,37.0
737,26,10.0,19.0
661,26,1c,43.0
750,26,0c,41.0
423,26,20.0,27.0
752,26,40.0,45.0
734,26,30.0,38.0
661,26,1c,48.0
750,26,0c,43.0
752,26,40.0,46.0
750,26,0c,1c
752,26,40.0,47.0
734,26,30.0,39.0
423,26,20.0,28.0
661,26,1c,0c
423,26,20.0,29.0
752,26,40.0,48.0
752,26,40.0,49.0
756,27,49.0,39.0
760,27,30.0,31.0
766,27,0.0,1.0
763,27,10.0,11.0
559,27,29.0,19.0
766,27,0.0,2.0
760,27,30.0,32.0
763,27,10.0,12.0
734,27,39.0,29.0
771,27,19.0,9.0
763,27,10.0,13.0
760,27,30.0,33.0
763,27,10.0,14.0
766,27,0.0,3.0
682,27,20.0,21.0
781,27,40.0,41.0
766,27,0.0,4.0
763,27,10.0,15.0
682,27,20.0,22.0
661,27,0c,0.0
760,27,30.0,34.0
682,27,20.0,23.0
766,27,0.0,5.0
763,27,10.0,16.0
784,27,1c,4.0
661,27,0c,2.0
781,27,40.0,42.0
682,27,20.0,24.0
760,27,30.0,35.0
661,27,0c,8.0
763,27,10.0,17.0
784,27,1c,5.0
766,27,0.0,6.0
781,27,40.0,43.0
682,27,20.0,25.0
760,27,30.0,36.0
781,27,40.0,44.0
784,27,1c,7.0
763,27,10.0,18.0
661,27,0c,15.0
763,27,10.0,19.0
682,27,20.0,26.0
760,27,30.0,37.0
781,27,40.0,45.0
781,27,40.0,46.0
661,27,0c,27.0
784,27,1c,13.0
760,27,30.0,38.0
766,27,0.0,7.0
766,27,0.0,8.0
760,27,30.0,39.0
784,27,1c,20.0
682,27,20.0,27.0
661,27,0c,37.0
766,27,0.0,9.0
781,27,40.0,47.0
661,27,0c,41.0
661,27,0c,43.0
784,27,1c,27.0
682,27,20.0,28.0
661,27,0c,1c
682,27,20.0,29.0
784,27,1c,29.0
781,27,40.0,48.0
781,27,40.0,49.0
784,27,1c,43.0
784,27,1c,48.0
784,27,1c,0c
423,28,29.0,19.0
554,28,49.0,39.0
789,28,40.0,41.0
790,28,10.0,11.0
591,28,20.0,21.0
790,28,10.0,12.0
591,28,20.0,22.0
804,28,19.0,9.0
789,28,40.0,42.0
382,28,0c,0.0
805,28,30.0,31.0
789,28,40.0,43.0
805,28,30.0,32.0
790,28,10.0,13.0
591,28,20.0,23.0
789,28,40.0,44.0
382,28,0c,2.0
591,28,20.0,24.0
805,28,30.0,33.0
808,28,1c,4.0
790,28,10.0,14.0
382,28,0c,8.0
789,28,40.0,45.0
808,28,1c,5.0
805,28,30.0,34.0
809,28,0.0,1.0
591,28,20.0,25.0
790,28,10.0,15.0
808,28,1c,7.0
805,28,30.0,35.0
382,28,0c,15.0
808,28,1c,13.0
789,28,40.0,46.0
809,28,0.0,2.0
790,28,10.0,16.0
591,28,20.0,26.0
805,28,30.0,36.0
789,28,40.0,47.0
790,28,10.0,17.0
591,28,20.0,27.0
382,28,0c,27.0
808,28,1c,20.0
809,28,0.0,3.0
789,28,40.0,48.0
591,28,20.0,28.0
805,28,30.0,37.0
790,28,10.0,18.0
808,28,1c,27.0
382,28,0c,37.0
591,28,20.0,29.0
809,28,0.0,4.0
808,28,1c,29.0
789,28,40.0,49.0
382,28,0c,41.0
805,28,30.0,38.0
808,28,1c,43.0
790,28,10.0,19.0
805,28,30.0,39.0
809,28,0.0,5.0
808,28,1c,48.0
281,28,39.0,29.0
809,28,0.0,6.0
382,28,0c,43.0
808,28,1c,0c
382,28,0c,1c
809,28,0.0,7.0
809,28,0.0,8.0
809,28,0.0,9.0
651,29,49.0,39.0
815,29,0c,0.0
661,29,0.0,1.0
819,29,30.0,31.0
820,29,10.0,11.0
820,29,10.0,12.0
815,29,0c,2.0
819,29,30.0,32.0
661,29,0.0,2.0
819,29,30.0,33.0
826,29,19.0,9.0
828,29,1c,4.0
820,29,10.0,13.0
819,29,30.0,34.0
815,29,0c,8.0
661,29,0.0,3.0
831,29,40.0,41.0
820,29,10.0,14.0
819,29,30.0,35.0
831,29,40.0,42.0
815,29,0c,15.0
661,29,0.0,4.0
828,29,1c,5.0
820,29,10.0,15.0
819,29,30.0,36.0
831,29,40.0,43.0
661,29,0.0,5.0
828,29,1c,7.0
819,29,30.0,37.0
815,29,0c,27.0
838,29,29.0,19.0
831,29,40.0,44.0
820,29,10.0,16.0
819,29,30.0,38.0
661,29,0.0,6.0
815,29,0c,37.0
839,29,20.0,21.0
828,29,1c,13.0
831,29,40.0,45.0
820,29,10.0,17.0
815,29,0c,41.0
819,29,30.0,39.0
828,29,1c,20.0
839,29,20.0,22.0
661,29,0.0,7.0
839,29,20.0,23.0
828,29,1c,27.0
831,29,40.0,46.0
820,29,10.0,18.0
661,29,0.0,8.0
815,29,0c,43.0
831,29,40.0,47.0
842,29,39.0,29.0
839,29,20.0,24.0
828,29,1c,29.0
820,29,10.0,19.0
839,29,20.0,25.0
815,29,0c,1c
661,29,0.0,9.0
831,29,40.0,48.0
839,29,20.0,26.0
828,29,1c,43.0
831,29,40.0,49.0
839,29,20.0,27.0
828,29,1c,48.0
839,29,20.0,28.0
828,29,1c,0c
839,29,20.0,29.0
658,30,20.0,21.0
658,30,20.0,22.0
850,30,40.0,41.0
852,30,10.0,11.0
850,30,40.0,42.0
831,30,49.0,39.0
658,30,20.0,23.0
853,30,1c,4.0
852,30,10.0,12.0
658,30,20.0,24.0
853,30,1c,5.0
855,30,30.0,31.0
852,30,10.0,13.0
658,30,20.0,25.0
853,30,1c,7.0
850,30,40.0,43.0
820,30,19.0,9.0
855,30,30.0,32.0
658,30,20.0,26.0
852,30,10.0,14.0
658,30,20.0,27.0
860,30,29.0,19.0
853,30,1c,13.0
855,30,30.0,33.0
850,30,40.0,44.0
852,30,10.0,15.0
853,30,1c,20.0
658,30,20.0,28.0
852,30,10.0,16.0
855,30,30.0,34.0
557,30,0.0,1.0
850,30,40.0,45.0
557,30,0.0,2.0
852,30,10.0,17.0
855,30,30.0,35.0
853,30,1c,27.0
852,30,10.0,18.0
850,30,40.0,46.0
728,30,39.0,29.0
855,30,30.0,36.0
658,30,20.0,29.0
557,30,0.0,3.0
852,30,10.0,19.0
855,30,30.0,37.0
853,30,1c,29.0
333,30,0c,0.0
850,30,40.0,47.0
557,30,0.0,4.0
855,30,30.0,38.0
850,30,40.0,48.0
333,30,0c,2.0
853,30,1c,43.0
853,30,1c,48.0
855,30,30.0,39.0
333,30,0c,8.0
557,30,0.0,5.0
850,30,40.0,49.0
853,30,1c,0c
333,30,0c,15.0
557,30,0.0,6.0
333,30,0c,27.0
557,30,0.0,7.0
333,30,0c,37.0
557,30,0.0,8.0
333,30,0c,41.0
557,30,0.0,9.0
333,30,0c,43.0
333,30,0c,1c
875,31,39.0,29.0
878,31,20.0,21.0
878,31,20.0,22.0
382,31,1c,4.0
878,31,20.0,23.0
884,31,40.0,41.0
878,31,20.0,24.0
382,31,1c,5.0
891,31,30.0,31.0
884,31,40.0,42.0
878,31,20.0,25.0
423,31,19.0,9.0
891,31,30.0,32.0
878,31,20.0,26.0
382,31,1c,7.0
891,31,30.0,33.0
884,31,40.0,43.0
878,31,20.0,27.0
382,31,1c,13.0
333,31,0.0,1.0
884,31,40.0,44.0
897,31,29.0,19.0
382,31,1c,20.0
878,31,20.0,28.0
891,31,30.0,34.0
333,31,0.0,2.0
884,31,40.0,45.0
891,31,30.0,35.0
878,31,20.0,29.0
884,31,40.0,46.0
382,31,1c,27.0
898,31,0c,0.0
333,31,0.0,3.0
895,31,10.0,11.0
884,31,40.0,47.0
333,31,0.0,4.0
895,31,10.0,12.0
900,31,49.0,39.0
382,31,1c,29.0
884,31,40.0,48.0
891,31,30.0,36.0
898,31,0c,2.0
891,31,30.0,37.0
884,31,40.0,49.0
333,31,0.0,5.0
382,31,1c,43.0
895,31,10.0,13.0
898,31,0c,8.0
891,31,30.0,38.0
333,31,0.0,6.0
895,31,10.0,14.0
333,31,0.0,7.0
895,31,10.0,15.0
891,31,30.0,39.0
382,31,1c,48.0
898,31,0c,15.0
333,31,0.0,8.0
382,31,1c,0c
898,31,0c,27.0
895,31,10.0,16.0
333,31,0.0,9.0
898,31,0c,37.0
895,31,10.0,17.0
898,31,0c,41.0
895,31,10.0,18.0
898,31,0c,43.0
895,31,10.0,19.0
898,31,0c,1c
901,32,40.0,41.0
903,32,29.0,19.0
901,32,40.0,42.0
901,32,40.0,43.0
423,32,19.0,9.0
915,32,10.0,11.0
613,32,20.0,21.0
913,32,30.0,31.0
901,32,40.0,44.0
915,32,10.0,12.0
613,32,20.0,22.0
752,32,49.0,39.0
913,32,30.0,32.0
918,32,0c,0.0
901,32,40.0,45.0
915,32,10.0,13.0
915,32,10.0,14.0
613,32,20.0,23.0
557,32,1c,4.0
913,32,30.0,33.0
901,32,40.0,46.0
613,32,20.0,24.0
918,32,0c,2.0
557,32,1c,5.0
915,32,10.0,15.0
613,32,20.0,25.0
913,32,30.0,34.0
901,32,40.0,47.0
613,32,20.0,26.0
651,32,39.0,29.0
557,32,1c,7.0
918,32,0c,8.0
915,32,10.0,16.0
613,32,20.0,27.0
913,32,30.0,35.0
901,32,40.0,48.0
923,32,0.0,1.0
915,32,10.0,17.0
918,32,0c,15.0
913,32,30.0,36.0
901,32,40.0,49.0
613,32,20.0,28.0
918,32,0c,27.0
557,32,1c,13.0
613,32,20.0,29.0
915,32,10.0,18.0
923,32,0.0,2.0
918,32,0c,37.0
915,32,10.0,19.0
923,32,0.0,3.0
557,32,1c,20.0
918,32,0c,41.0
913,32,30.0,37.0
918,32,0c,43.0
557,32,1c,27.0
913,32,30.0,38.0
923,32,0.0,4.0
918,32,0c,1c
913,32,30.0,39.0
923,32,0.0,5.0
557,32,1c,29.0
923,32,0.0,6.0
557,32,1c,43.0
923,32,0.0,7.0
557,32,1c,48.0
923,32,0.0,8.0
557,32,1c,0c
923,32,0.0,9.0
658,33,0c,0.0
900,33,39.0,29.0
658,33,0c,2.0
927,33,40.0,41.0
658,33,0c,8.0
927,33,40.0,42.0
931,33,1c,4.0
938,33,20.0,21.0
927,33,40.0,43.0
939,33,30.0,31.0
658,33,0c,15.0
938,33,20.0,22.0
658,33,0c,27.0
927,33,40.0,44.0
382,33,29.0,19.0
931,33,1c,5.0
938,33,20.0,23.0
939,33,30.0,32.0
927,33,40.0,45.0
931,33,1c,7.0
658,33,0c,37.0
938,33,20.0,24.0
939,33,30.0,33.0
658,33,0c,41.0
946,33,49.0,39.0
939,33,30.0,34.0
927,33,40.0,46.0
658,33,0c,43.0
938,33,20.0,25.0
931,33,1c,13.0
927,33,40.0,47.0
815,33,0.0,1.0
939,33,30.0,35.0
953,33,10.0,11.0
931,33,1c,20.0
658,33,0c,1c
815,33,0.0,2.0
927,33,40.0,48.0
953,33,10.0,12.0
938,33,20.0,26.0
939,33,30.0,36.0
815,33,0.0,3.0
931,33,1c,27.0
953,33,10.0,13.0
938,33,20.0,27.0
927,33,40.0,49.0
931,33,1c,29.0
815,33,0.0,4.0
423,33,19.0,9.0
953,33,10.0,14.0
815,33,0.0,5.0
939,33,30.0,37.0
931,33,1c,43.0
953,33,10.0,15.0
938,33,20.0,28.0
815,33,0.0,6.0
939,33,30.0,38.0
953,33,10.0,16.0
931,33,1c,48.0
938,33,20.0,29.0
939,33,30.0,39.0
815,33,0.0,7.0
931,33,1c,0c
953,33,10.0,17.0
815,33,0.0,8.0
953,33,10.0,18.0
815,33,0.0,9.0
953,33,10.0,19.0
958,34,40.0,41.0
959,34,39.0,29.0
958,34,40.0,42.0
962,34,30.0,31.0
958,34,40.0,43.0
962,34,30.0,32.0
958,34,40.0,44.0
898,34,0.0,1.0
895,34,19.0,9.0
962,34,30.0,33.0
382,34,29.0,19.0
958,34,40.0,45.0
973,34,10.0,11.0
976,34,1c,4.0
898,34,0.0,2.0
962,34,30.0,34.0
979,34,49.0,39.0
958,34,40.0,46.0
981,34,20.0,21.0
962,34,30.0,35.0
898,34,0.0,3.0
976,34,1c,5.0
962,34,30.0,36.0
981,34,20.0,22.0
962,34,30.0,37.0
958,34,40.0,47.0
898,34,0.0,4.0
981,34,20.0,23.0
958,34,40.0,48.0
976,34,1c,7.0
973,34,10.0,12.0
931,34,0c,0.0
898,34,0.0,5.0
981,34,20.0,24.0
931,34,0c,2.0
976,34,1c,13.0
962,34,30.0,38.0
958,34,40.0,49.0
981,34,20.0,25.0
898,34,0.0,6.0
973,34,10.0,13.0
931,34,0c,8.0
976,34,1c,20.0
962,34,30.0,39.0
981,34,20.0,26.0
898,34,0.0,7.0
981,34,20.0,27.0
973,34,10.0,14.0
931,34,0c,15.0
898,34,0.0,8.0
981,34,20.0,28.0
973,34,10.0,15.0
976,34,1c,27.0
931,34,0c,27.0
981,34,20.0,29.0
898,34,0.0,9.0
976,34,1c,29.0
931,34,0c,37.0
976,34,1c,43.0
973,34,10.0,16.0
931,34,0c,41.0
976,34,1c,48.0
973,34,10.0,17.0
931,34,0c,43.0
931,34,0c,1c
973,34,10.0,18.0
976,34,1c,0c
973,34,10.0,19.0
989,35,10.0,11.0
382,35,19.0,9.0
992,35,40.0,41.0
989,35,10.0,12.0
682,35,20.0,21.0
992,35,40.0,42.0
989,35,10.0,13.0
661,35,0.0,1.0
605,35,1c,4.0
927,35,49.0,39.0
682,35,20.0,22.0
661,35,0.0,2.0
989,35,10.0,14.0
999,35,30.0,31.0
992,35,40.0,43.0
661,35,0.0,3.0
989,35,10.0,15.0
605,35,1c,5.0
999,35,30.0,32.0
682,35,20.0,23.0
989,35,10.0,16.0
900,35,39.0,29.0
661,35,0.0,4.0
605,35,1c,7.0
682,35,20.0,24.0
992,35,40.0,44.0
999,35,30.0,33.0
661,35,0.0,5.0
682,35,20.0,25.0
999,35,30.0,34.0
682,35,20.0,26.0
992,35,40.0,45.0
989,35,10.0,17.0
661,35,0.0,6.0
999,35,30.0,35.0
989,35,10.0,18.0
605,35,1c,13.0
682,35,20.0,27.0
1004,35,29.0,19.0
999,35,30.0,36.0
661,35,0.0,7.0
989,35,10.0,19.0
605,35,1c,20.0
682,35,20.0,28.0
661,35,0.0,8.0
999,35,30.0,37.0
605,35,1c,27.0
992,35,40.0,46.0
1005,35,0c,0.0
661,35,0.0,9.0
1005,35,0c,2.0
999,35,30.0,38.0
605,35,1c,29.0
682,35,20.0,29.0
999,35,30.0,39.0
605,35,1c,43.0
1005,35,0c,8.0
992,35,40.0,47.0
605,35,1c,48.0
1005,35,0c,15.0
605,35,1c,0c
992,35,40.0,48.0
1005,35,0c,27.0
992,35,40.0,49.0
1005,35,0c,37.0
1005,35,0c,41.0
1005,35,0c,43.0
1005,35,0c,1c
1010,36,0c,0.0
1009,36,39.0,29.0
1010,36,0c,2.0
1012,36,40.0,41.0
1010,36,0c,8.0
1011,36,0.0,1.0
