agent_id,meme_id,reshared_by_agent,timestep
0i,120,1h,7
19.0,115,29.0,7
11.0,188,10.0,7
12.0,188,10.0,7
13.0,188,10.0,7
14.0,188,10.0,7
15.0,188,10.0,7
16.0,188,10.0,7
17.0,188,10.0,7
18.0,188,10.0,7
19.0,188,10.0,7
9.0,68,19.0,7
39.0,199,49.0,7
29.0,140,39.0,7
19.0,202,29.0,7
21.0,204,20.0,8
22.0,204,20.0,8
23.0,204,20.0,8
24.0,204,20.0,8
25.0,204,20.0,8
26.0,204,20.0,8
27.0,204,20.0,8
28.0,204,20.0,8
29.0,204,20.0,8
19.0,115,29.0,8
9.0,220,19.0,8
1.0,224,0.0,8
2.0,224,0.0,8
3.0,224,0.0,8
4.0,224,0.0,8
5.0,224,0.0,8
6.0,224,0.0,8
7.0,224,0.0,8
8.0,224,0.0,8
9.0,224,0.0,8
11.0,171,10.0,8
12.0,171,10.0,8
13.0,171,10.0,8
14.0,171,10.0,8
15.0,171,10.0,8
16.0,171,10.0,8
17.0,171,10.0,8
18.0,171,10.0,8
19.0,171,10.0,8
9.0,115,19.0,8
41.0,225,40.0,8
42.0,225,40.0,8
43.0,225,40.0,8
44.0,225,40.0,8
45.0,225,40.0,8
46.0,225,40.0,8
47.0,225,40.0,8
48.0,225,40.0,8
49.0,225,40.0,8
3.0,120,1h,8
19.0,120,1h,8
27.0,120,1h,8
29.0,120,1h,8
47.0,120,1h,8
0i,120,1h,8
29.0,58,39.0,8
6.0,68,0i,9
10.0,68,0i,9
19.0,68,0i,9
21.0,68,0i,9
22.0,68,0i,9
27.0,68,0i,9
35.0,68,0i,9
44.0,68,0i,9
47.0,68,0i,9
1h,68,0i,9
41.0,242,40.0,9
42.0,242,40.0,9
43.0,242,40.0,9
44.0,242,40.0,9
45.0,242,40.0,9
46.0,242,40.0,9
47.0,242,40.0,9
48.0,242,40.0,9
49.0,242,40.0,9
31.0,245,30.0,9
32.0,245,30.0,9
33.0,245,30.0,9
34.0,245,30.0,9
35.0,245,30.0,9
36.0,245,30.0,9
37.0,245,30.0,9
38.0,245,30.0,9
39.0,245,30.0,9
11.0,120,10.0,9
12.0,120,10.0,9
13.0,120,10.0,9
14.0,120,10.0,9
15.0,120,10.0,9
16.0,120,10.0,9
17.0,120,10.0,9
18.0,120,10.0,9
19.0,120,10.0,9
19.0,246,29.0,9
1.0,247,0.0,9
2.0,247,0.0,9
3.0,247,0.0,9
4.0,247,0.0,9
5.0,247,0.0,9
6.0,247,0.0,9
7.0,247,0.0,9
8.0,247,0.0,9
9.0,247,0.0,9
21.0,249,20.0,9
22.0,249,20.0,9
23.0,249,20.0,9
24.0,249,20.0,9
25.0,249,20.0,9
26.0,249,20.0,9
27.0,249,20.0,9
28.0,249,20.0,9
29.0,249,20.0,9
6.0,251,0i,9
10.0,251,0i,9
19.0,251,0i,9
21.0,251,0i,9
22.0,251,0i,9
27.0,251,0i,9
35.0,251,0i,9
44.0,251,0i,9
47.0,251,0i,9
1h,251,0i,9
29.0,58,39.0,9
39.0,253,49.0,9
41.0,258,40.0,10
42.0,258,40.0,10
43.0,258,40.0,10
44.0,258,40.0,10
45.0,258,40.0,10
46.0,258,40.0,10
47.0,258,40.0,10
48.0,258,40.0,10
49.0,258,40.0,10
39.0,261,49.0,10
1.0,266,0.0,10
2.0,266,0.0,10
3.0,266,0.0,10
4.0,266,0.0,10
5.0,266,0.0,10
6.0,266,0.0,10
7.0,266,0.0,10
8.0,266,0.0,10
9.0,266,0.0,10
21.0,272,20.0,10
22.0,272,20.0,10
23.0,272,20.0,10
24.0,272,20.0,10
25.0,272,20.0,10
26.0,272,20.0,10
27.0,272,20.0,10
28.0,272,20.0,10
29.0,272,20.0,10
1.0,273,0.0,10
2.0,273,0.0,10
3.0,273,0.0,10
4.0,273,0.0,10
5.0,273,0.0,10
6.0,273,0.0,10
7.0,273,0.0,10
8.0,273,0.0,10
9.0,273,0.0,10
19.0,115,29.0,10
39.0,44,49.0,10
9.0,282,19.0,10
39.0,242,49.0,11
31.0,301,30.0,11
32.0,301,30.0,11
33.0,301,30.0,11
34.0,301,30.0,11
35.0,301,30.0,11
36.0,301,30.0,11
37.0,301,30.0,11
38.0,301,30.0,11
39.0,301,30.0,11
39.0,303,49.0,11
31.0,305,30.0,11
32.0,305,30.0,11
33.0,305,30.0,11
34.0,305,30.0,11
35.0,305,30.0,11
36.0,305,30.0,11
37.0,305,30.0,11
38.0,305,30.0,11
39.0,305,30.0,11
1.0,310,0.0,11
2.0,310,0.0,11
3.0,310,0.0,11
4.0,310,0.0,11
5.0,310,0.0,11
6.0,310,0.0,11
7.0,310,0.0,11
8.0,310,0.0,11
9.0,310,0.0,11
3.0,311,1h,11
19.0,311,1h,11
27.0,311,1h,11
29.0,311,1h,11
47.0,311,1h,11
0i,311,1h,11
39.0,45,49.0,11
31.0,315,30.0,11
32.0,315,30.0,11
33.0,315,30.0,11
34.0,315,30.0,11
35.0,315,30.0,11
36.0,315,30.0,11
37.0,315,30.0,11
38.0,315,30.0,11
39.0,315,30.0,11
29.0,315,39.0,11
19.0,311,29.0,11
21.0,316,20.0,12
22.0,316,20.0,12
23.0,316,20.0,12
24.0,316,20.0,12
25.0,316,20.0,12
26.0,316,20.0,12
27.0,316,20.0,12
28.0,316,20.0,12
29.0,316,20.0,12
3.0,317,1h,12
19.0,317,1h,12
27.0,317,1h,12
29.0,317,1h,12
47.0,317,1h,12
0i,317,1h,12
11.0,324,10.0,12
12.0,324,10.0,12
13.0,324,10.0,12
14.0,324,10.0,12
15.0,324,10.0,12
16.0,324,10.0,12
17.0,324,10.0,12
18.0,324,10.0,12
19.0,324,10.0,12
41.0,334,40.0,12
42.0,334,40.0,12
43.0,334,40.0,12
44.0,334,40.0,12
45.0,334,40.0,12
46.0,334,40.0,12
47.0,334,40.0,12
48.0,334,40.0,12
49.0,334,40.0,12
3.0,337,1h,12
19.0,337,1h,12
27.0,337,1h,12
29.0,337,1h,12
47.0,337,1h,12
0i,337,1h,12
39.0,339,49.0,12
3.0,251,1h,12
19.0,251,1h,12
27.0,251,1h,12
29.0,251,1h,12
47.0,251,1h,12
0i,251,1h,12
39.0,345,49.0,12
6.0,120,0i,12
10.0,120,0i,12
19.0,120,0i,12
21.0,120,0i,12
22.0,120,0i,12
27.0,120,0i,12
35.0,120,0i,12
44.0,120,0i,12
47.0,120,0i,12
1h,120,0i,12
19.0,337,29.0,12
1.0,350,0.0,13
2.0,350,0.0,13
3.0,350,0.0,13
4.0,350,0.0,13
5.0,350,0.0,13
6.0,350,0.0,13
7.0,350,0.0,13
8.0,350,0.0,13
9.0,350,0.0,13
3.0,351,1h,13
19.0,351,1h,13
27.0,351,1h,13
29.0,351,1h,13
47.0,351,1h,13
0i,351,1h,13
41.0,358,40.0,13
42.0,358,40.0,13
43.0,358,40.0,13
44.0,358,40.0,13
45.0,358,40.0,13
46.0,358,40.0,13
47.0,358,40.0,13
48.0,358,40.0,13
49.0,358,40.0,13
29.0,199,39.0,13
41.0,375,40.0,13
42.0,375,40.0,13
43.0,375,40.0,13
44.0,375,40.0,13
45.0,375,40.0,13
46.0,375,40.0,13
47.0,375,40.0,13
48.0,375,40.0,13
49.0,375,40.0,13
29.0,378,39.0,13
19.0,351,29.0,14
29.0,315,39.0,14
3.0,120,1h,14
19.0,120,1h,14
27.0,120,1h,14
29.0,120,1h,14
47.0,120,1h,14
0i,120,1h,14
19.0,386,29.0,14
3.0,152,1h,14
19.0,152,1h,14
27.0,152,1h,14
29.0,152,1h,14
47.0,152,1h,14
0i,152,1h,14
11.0,395,10.0,14
12.0,395,10.0,14
13.0,395,10.0,14
14.0,395,10.0,14
15.0,395,10.0,14
16.0,395,10.0,14
17.0,395,10.0,14
18.0,395,10.0,14
19.0,395,10.0,14
31.0,398,30.0,14
32.0,398,30.0,14
33.0,398,30.0,14
34.0,398,30.0,14
35.0,398,30.0,14
36.0,398,30.0,14
37.0,398,30.0,14
38.0,398,30.0,14
39.0,398,30.0,14
29.0,399,39.0,14
41.0,408,40.0,15
42.0,408,40.0,15
43.0,408,40.0,15
44.0,408,40.0,15
45.0,408,40.0,15
46.0,408,40.0,15
47.0,408,40.0,15
48.0,408,40.0,15
49.0,408,40.0,15
9.0,317,19.0,15
31.0,414,30.0,15
32.0,414,30.0,15
33.0,414,30.0,15
34.0,414,30.0,15
35.0,414,30.0,15
36.0,414,30.0,15
37.0,414,30.0,15
38.0,414,30.0,15
39.0,414,30.0,15
29.0,242,39.0,15
1.0,417,0.0,15
2.0,417,0.0,15
3.0,417,0.0,15
4.0,417,0.0,15
5.0,417,0.0,15
6.0,417,0.0,15
7.0,417,0.0,15
8.0,417,0.0,15
9.0,417,0.0,15
11.0,419,10.0,15
12.0,419,10.0,15
13.0,419,10.0,15
14.0,419,10.0,15
15.0,419,10.0,15
16.0,419,10.0,15
17.0,419,10.0,15
18.0,419,10.0,15
19.0,419,10.0,15
21.0,420,20.0,15
22.0,420,20.0,15
23.0,420,20.0,15
24.0,420,20.0,15
25.0,420,20.0,15
26.0,420,20.0,15
27.0,420,20.0,15
28.0,420,20.0,15
29.0,420,20.0,15
11.0,421,10.0,15
12.0,421,10.0,15
13.0,421,10.0,15
14.0,421,10.0,15
15.0,421,10.0,15
16.0,421,10.0,15
17.0,421,10.0,15
18.0,421,10.0,15
19.0,421,10.0,15
41.0,422,40.0,15
42.0,422,40.0,15
43.0,422,40.0,15
44.0,422,40.0,15
45.0,422,40.0,15
46.0,422,40.0,15
47.0,422,40.0,15
48.0,422,40.0,15
49.0,422,40.0,15
3.0,423,1h,15
19.0,423,1h,15
27.0,423,1h,15
29.0,423,1h,15
47.0,423,1h,15
0i,423,1h,15
1.0,432,0.0,16
2.0,432,0.0,16
3.0,432,0.0,16
4.0,432,0.0,16
5.0,432,0.0,16
6.0,432,0.0,16
7.0,432,0.0,16
8.0,432,0.0,16
9.0,432,0.0,16
29.0,433,39.0,16
6.0,351,0i,16
10.0,351,0i,16
19.0,351,0i,16
21.0,351,0i,16
22.0,351,0i,16
27.0,351,0i,16
35.0,351,0i,16
44.0,351,0i,16
47.0,351,0i,16
1h,351,0i,16
1.0,439,0.0,16
2.0,439,0.0,16
3.0,439,0.0,16
4.0,439,0.0,16
5.0,439,0.0,16
6.0,439,0.0,16
7.0,439,0.0,16
8.0,439,0.0,16
9.0,439,0.0,16
11.0,441,10.0,16
12.0,441,10.0,16
13.0,441,10.0,16
14.0,441,10.0,16
15.0,441,10.0,16
16.0,441,10.0,16
17.0,441,10.0,16
18.0,441,10.0,16
19.0,441,10.0,16
11.0,442,10.0,16
12.0,442,10.0,16
13.0,442,10.0,16
14.0,442,10.0,16
15.0,442,10.0,16
16.0,442,10.0,16
17.0,442,10.0,16
18.0,442,10.0,16
19.0,442,10.0,16
19.0,251,29.0,16
29.0,451,39.0,16
21.0,459,20.0,16
22.0,459,20.0,16
23.0,459,20.0,16
24.0,459,20.0,16
25.0,459,20.0,16
26.0,459,20.0,16
27.0,459,20.0,16
28.0,459,20.0,16
29.0,459,20.0,16
21.0,464,20.0,17
22.0,464,20.0,17
23.0,464,20.0,17
24.0,464,20.0,17
25.0,464,20.0,17
26.0,464,20.0,17
27.0,464,20.0,17
28.0,464,20.0,17
29.0,464,20.0,17
31.0,467,30.0,17
32.0,467,30.0,17
33.0,467,30.0,17
34.0,467,30.0,17
35.0,467,30.0,17
36.0,467,30.0,17
37.0,467,30.0,17
38.0,467,30.0,17
39.0,467,30.0,17
11.0,251,10.0,17
12.0,251,10.0,17
13.0,251,10.0,17
14.0,251,10.0,17
15.0,251,10.0,17
16.0,251,10.0,17
17.0,251,10.0,17
18.0,251,10.0,17
19.0,251,10.0,17
31.0,468,30.0,17
32.0,468,30.0,17
33.0,468,30.0,17
34.0,468,30.0,17
35.0,468,30.0,17
36.0,468,30.0,17
37.0,468,30.0,17
38.0,468,30.0,17
39.0,468,30.0,17
29.0,339,39.0,17
11.0,152,10.0,17
12.0,152,10.0,17
13.0,152,10.0,17
14.0,152,10.0,17
15.0,152,10.0,17
16.0,152,10.0,17
17.0,152,10.0,17
18.0,152,10.0,17
19.0,152,10.0,17
9.0,477,19.0,17
11.0,478,10.0,17
12.0,478,10.0,17
13.0,478,10.0,17
14.0,478,10.0,17
15.0,478,10.0,17
16.0,478,10.0,17
17.0,478,10.0,17
18.0,478,10.0,17
19.0,478,10.0,17
21.0,480,20.0,17
22.0,480,20.0,17
23.0,480,20.0,17
24.0,480,20.0,17
25.0,480,20.0,17
26.0,480,20.0,17
27.0,480,20.0,17
28.0,480,20.0,17
29.0,480,20.0,17
11.0,68,10.0,17
12.0,68,10.0,17
13.0,68,10.0,17
14.0,68,10.0,17
15.0,68,10.0,17
16.0,68,10.0,17
17.0,68,10.0,17
18.0,68,10.0,17
19.0,68,10.0,17
39.0,482,49.0,17
6.0,68,0i,18
10.0,68,0i,18
19.0,68,0i,18
21.0,68,0i,18
22.0,68,0i,18
27.0,68,0i,18
35.0,68,0i,18
44.0,68,0i,18
47.0,68,0i,18
1h,68,0i,18
1.0,490,0.0,18
2.0,490,0.0,18
3.0,490,0.0,18
4.0,490,0.0,18
5.0,490,0.0,18
6.0,490,0.0,18
7.0,490,0.0,18
8.0,490,0.0,18
9.0,490,0.0,18
1.0,492,0.0,18
2.0,492,0.0,18
3.0,492,0.0,18
4.0,492,0.0,18
5.0,492,0.0,18
6.0,492,0.0,18
7.0,492,0.0,18
8.0,492,0.0,18
9.0,492,0.0,18
3.0,496,1h,18
19.0,496,1h,18
27.0,496,1h,18
29.0,496,1h,18
47.0,496,1h,18
0i,496,1h,18
9.0,498,19.0,18
1.0,499,0.0,18
2.0,499,0.0,18
3.0,499,0.0,18
4.0,499,0.0,18
5.0,499,0.0,18
6.0,499,0.0,18
7.0,499,0.0,18
8.0,499,0.0,18
9.0,499,0.0,18
9.0,500,19.0,18
19.0,315,29.0,18
11.0,508,10.0,18
12.0,508,10.0,18
13.0,508,10.0,18
14.0,508,10.0,18
15.0,508,10.0,18
16.0,508,10.0,18
17.0,508,10.0,18
18.0,508,10.0,18
19.0,508,10.0,18
19.0,510,29.0,18
39.0,225,49.0,18
1.0,511,0.0,18
2.0,511,0.0,18
3.0,511,0.0,18
4.0,511,0.0,18
5.0,511,0.0,18
6.0,511,0.0,18
7.0,511,0.0,18
8.0,511,0.0,18
9.0,511,0.0,18
3.0,68,1h,18
19.0,68,1h,18
27.0,68,1h,18
29.0,68,1h,18
47.0,68,1h,18
0i,68,1h,18
9.0,351,19.0,18
29.0,514,39.0,18
9.0,68,19.0,18
41.0,522,40.0,19
42.0,522,40.0,19
43.0,522,40.0,19
44.0,522,40.0,19
45.0,522,40.0,19
46.0,522,40.0,19
47.0,522,40.0,19
48.0,522,40.0,19
49.0,522,40.0,19
3.0,524,1h,19
19.0,524,1h,19
27.0,524,1h,19
29.0,524,1h,19
47.0,524,1h,19
0i,524,1h,19
39.0,375,49.0,19
9.0,496,19.0,19
19.0,527,29.0,19
31.0,530,30.0,19
32.0,530,30.0,19
33.0,530,30.0,19
34.0,530,30.0,19
35.0,530,30.0,19
36.0,530,30.0,19
37.0,530,30.0,19
38.0,530,30.0,19
39.0,530,30.0,19
31.0,531,30.0,19
32.0,531,30.0,19
33.0,531,30.0,19
34.0,531,30.0,19
35.0,531,30.0,19
36.0,531,30.0,19
37.0,531,30.0,19
38.0,531,30.0,19
39.0,531,30.0,19
21.0,532,20.0,19
22.0,532,20.0,19
23.0,532,20.0,19
24.0,532,20.0,19
25.0,532,20.0,19
26.0,532,20.0,19
27.0,532,20.0,19
28.0,532,20.0,19
29.0,532,20.0,19
11.0,120,10.0,20
12.0,120,10.0,20
13.0,120,10.0,20
14.0,120,10.0,20
15.0,120,10.0,20
16.0,120,10.0,20
17.0,120,10.0,20
18.0,120,10.0,20
19.0,120,10.0,20
6.0,152,0i,20
10.0,152,0i,20
19.0,152,0i,20
21.0,152,0i,20
22.0,152,0i,20
27.0,152,0i,20
35.0,152,0i,20
44.0,152,0i,20
47.0,152,0i,20
1h,152,0i,20
31.0,568,30.0,20
32.0,568,30.0,20
33.0,568,30.0,20
34.0,568,30.0,20
35.0,568,30.0,20
36.0,568,30.0,20
37.0,568,30.0,20
38.0,568,30.0,20
39.0,568,30.0,20
1.0,569,0.0,20
2.0,569,0.0,20
3.0,569,0.0,20
4.0,569,0.0,20
5.0,569,0.0,20
6.0,569,0.0,20
7.0,569,0.0,20
8.0,569,0.0,20
9.0,569,0.0,20
6.0,152,0i,20
10.0,152,0i,20
19.0,152,0i,20
21.0,152,0i,20
22.0,152,0i,20
27.0,152,0i,20
35.0,152,0i,20
44.0,152,0i,20
47.0,152,0i,20
1h,152,0i,20
3.0,152,1h,20
19.0,152,1h,20
27.0,152,1h,20
29.0,152,1h,20
47.0,152,1h,20
0i,152,1h,20
39.0,44,49.0,20
9.0,578,19.0,20
41.0,579,40.0,20
42.0,579,40.0,20
43.0,579,40.0,20
44.0,579,40.0,20
45.0,579,40.0,20
46.0,579,40.0,20
47.0,579,40.0,20
48.0,579,40.0,20
49.0,579,40.0,20
3.0,582,1h,21
19.0,582,1h,21
27.0,582,1h,21
29.0,582,1h,21
47.0,582,1h,21
0i,582,1h,21
9.0,510,19.0,21
39.0,225,49.0,21
21.0,585,20.0,21
22.0,585,20.0,21
23.0,585,20.0,21
24.0,585,20.0,21
25.0,585,20.0,21
26.0,585,20.0,21
27.0,585,20.0,21
28.0,585,20.0,21
29.0,585,20.0,21
29.0,467,39.0,21
11.0,152,10.0,21
12.0,152,10.0,21
13.0,152,10.0,21
14.0,152,10.0,21
15.0,152,10.0,21
16.0,152,10.0,21
17.0,152,10.0,21
18.0,152,10.0,21
19.0,152,10.0,21
41.0,594,40.0,21
42.0,594,40.0,21
43.0,594,40.0,21
44.0,594,40.0,21
45.0,594,40.0,21
46.0,594,40.0,21
47.0,594,40.0,21
48.0,594,40.0,21
49.0,594,40.0,21
9.0,599,19.0,21
29.0,600,39.0,21
41.0,601,40.0,21
