agent_id,meme_id,reshared_by_agent,timestep
25.0,53,20.0,2
26.0,53,20.0,2
27.0,53,20.0,2
28.0,53,20.0,2
29.0,53,20.0,2
11.0,54,10.0,2
12.0,54,10.0,2
13.0,54,10.0,2
14.0,54,10.0,2
15.0,54,10.0,2
16.0,54,10.0,2
17.0,54,10.0,2
18.0,54,10.0,2
19.0,54,10.0,2
29.0,55,39.0,2
19.0,9,29.0,2
11.0,56,10.0,2
12.0,56,10.0,2
13.0,56,10.0,2
14.0,56,10.0,2
15.0,56,10.0,2
16.0,56,10.0,2
17.0,56,10.0,2
18.0,56,10.0,2
19.0,56,10.0,2
11.0,57,10.0,2
12.0,57,10.0,2
13.0,57,10.0,2
14.0,57,10.0,2
15.0,57,10.0,2
16.0,57,10.0,2
17.0,57,10.0,2
18.0,57,10.0,2
19.0,57,10.0,2
41.0,59,40.0,2
42.0,59,40.0,2
43.0,59,40.0,2
44.0,59,40.0,2
45.0,59,40.0,2
46.0,59,40.0,2
47.0,59,40.0,2
48.0,59,40.0,2
49.0,59,40.0,2
5.0,61,1l,2
7.0,61,1l,2
16.0,61,1l,2
47.0,61,1l,2
0h,61,1l,2
11.0,66,10.0,2
12.0,66,10.0,2
13.0,66,10.0,2
14.0,66,10.0,2
15.0,66,10.0,2
16.0,66,10.0,2
17.0,66,10.0,2
18.0,66,10.0,2
19.0,66,10.0,2
9.0,12,19.0,2
21.0,69,20.0,2
22.0,69,20.0,2
23.0,69,20.0,2
24.0,69,20.0,2
25.0,69,20.0,2
26.0,69,20.0,2
27.0,69,20.0,2
28.0,69,20.0,2
29.0,69,20.0,2
1.0,70,0.0,2
2.0,70,0.0,2
3.0,70,0.0,2
4.0,70,0.0,2
5.0,70,0.0,2
6.0,70,0.0,2
7.0,70,0.0,2
8.0,70,0.0,2
9.0,70,0.0,2
9.0,71,0h,2
14.0,71,0h,2
19.0,71,0h,2
34.0,71,0h,2
1l,71,0h,2
41.0,73,40.0,2
42.0,73,40.0,2
43.0,73,40.0,2
44.0,73,40.0,2
45.0,73,40.0,2
46.0,73,40.0,2
47.0,73,40.0,2
48.0,73,40.0,2
49.0,73,40.0,2
39.0,73,49.0,2
29.0,78,39.0,3
5.0,71,1l,3
7.0,71,1l,3
16.0,71,1l,3
47.0,71,1l,3
0h,71,1l,3
11.0,84,10.0,3
12.0,84,10.0,3
13.0,84,10.0,3
14.0,84,10.0,3
15.0,84,10.0,3
16.0,84,10.0,3
17.0,84,10.0,3
18.0,84,10.0,3
19.0,84,10.0,3
39.0,59,49.0,3
29.0,87,39.0,3
9.0,24,0h,3
14.0,24,0h,3
19.0,24,0h,3
34.0,24,0h,3
1l,24,0h,3
41.0,88,40.0,3
42.0,88,40.0,3
43.0,88,40.0,3
44.0,88,40.0,3
45.0,88,40.0,3
46.0,88,40.0,3
47.0,88,40.0,3
48.0,88,40.0,3
49.0,88,40.0,3
31.0,91,30.0,3
32.0,91,30.0,3
33.0,91,30.0,3
34.0,91,30.0,3
35.0,91,30.0,3
36.0,91,30.0,3
37.0,91,30.0,3
38.0,91,30.0,3
39.0,91,30.0,3
41.0,93,40.0,3
42.0,93,40.0,3
43.0,93,40.0,3
44.0,93,40.0,3
45.0,93,40.0,3
46.0,93,40.0,3
47.0,93,40.0,3
48.0,93,40.0,3
49.0,93,40.0,3
11.0,99,10.0,3
12.0,99,10.0,3
13.0,99,10.0,3
14.0,99,10.0,3
15.0,99,10.0,3
16.0,99,10.0,3
17.0,99,10.0,3
18.0,99,10.0,3
19.0,99,10.0,3
21.0,100,20.0,3
22.0,100,20.0,3
23.0,100,20.0,3
24.0,100,20.0,3
25.0,100,20.0,3
26.0,100,20.0,3
27.0,100,20.0,3
28.0,100,20.0,3
29.0,100,20.0,3
11.0,102,10.0,3
12.0,102,10.0,3
13.0,102,10.0,3
14.0,102,10.0,3
15.0,102,10.0,3
16.0,102,10.0,3
17.0,102,10.0,3
18.0,102,10.0,3
19.0,102,10.0,3
11.0,103,10.0,3
12.0,103,10.0,3
13.0,103,10.0,3
14.0,103,10.0,3
15.0,103,10.0,3
16.0,103,10.0,3
17.0,103,10.0,3
18.0,103,10.0,3
19.0,103,10.0,3
5.0,71,1l,4
7.0,71,1l,4
16.0,71,1l,4
47.0,71,1l,4
0h,71,1l,4
39.0,105,49.0,4
9.0,66,19.0,4
11.0,110,10.0,4
12.0,110,10.0,4
13.0,110,10.0,4
14.0,110,10.0,4
15.0,110,10.0,4
16.0,110,10.0,4
17.0,110,10.0,4
18.0,110,10.0,4
19.0,110,10.0,4
9.0,112,19.0,4
41.0,114,40.0,4
42.0,114,40.0,4
43.0,114,40.0,4
44.0,114,40.0,4
45.0,114,40.0,4
46.0,114,40.0,4
47.0,114,40.0,4
48.0,114,40.0,4
49.0,114,40.0,4
19.0,55,29.0,4
11.0,119,10.0,4
12.0,119,10.0,4
13.0,119,10.0,4
14.0,119,10.0,4
15.0,119,10.0,4
16.0,119,10.0,4
17.0,119,10.0,4
18.0,119,10.0,4
19.0,119,10.0,4
9.0,120,0h,4
14.0,120,0h,4
19.0,120,0h,4
34.0,120,0h,4
1l,120,0h,4
41.0,125,40.0,4
42.0,125,40.0,4
43.0,125,40.0,4
44.0,125,40.0,4
45.0,125,40.0,4
46.0,125,40.0,4
47.0,125,40.0,4
48.0,125,40.0,4
49.0,125,40.0,4
31.0,128,30.0,4
32.0,128,30.0,4
33.0,128,30.0,4
34.0,128,30.0,4
35.0,128,30.0,4
36.0,128,30.0,4
37.0,128,30.0,4
38.0,128,30.0,4
39.0,128,30.0,4
39.0,73,49.0,5
9.0,61,0h,5
14.0,61,0h,5
19.0,61,0h,5
34.0,61,0h,5
1l,61,0h,5
19.0,35,29.0,5
9.0,137,19.0,5
5.0,138,1l,5
7.0,138,1l,5
16.0,138,1l,5
47.0,138,1l,5
0h,138,1l,5
19.0,44,29.0,5
9.0,71,0h,5
14.0,71,0h,5
19.0,71,0h,5
34.0,71,0h,5
1l,71,0h,5
31.0,155,30.0,5
32.0,155,30.0,5
33.0,155,30.0,5
34.0,155,30.0,5
35.0,155,30.0,5
36.0,155,30.0,5
37.0,155,30.0,5
38.0,155,30.0,5
39.0,155,30.0,5
11.0,156,10.0,5
12.0,156,10.0,5
13.0,156,10.0,5
14.0,156,10.0,5
15.0,156,10.0,5
16.0,156,10.0,5
17.0,156,10.0,5
18.0,156,10.0,5
19.0,156,10.0,5
29.0,105,39.0,6
31.0,161,30.0,6
32.0,161,30.0,6
33.0,161,30.0,6
34.0,161,30.0,6
35.0,161,30.0,6
36.0,161,30.0,6
37.0,161,30.0,6
38.0,161,30.0,6
39.0,161,30.0,6
21.0,164,20.0,6
22.0,164,20.0,6
23.0,164,20.0,6
24.0,164,20.0,6
25.0,164,20.0,6
26.0,164,20.0,6
27.0,164,20.0,6
28.0,164,20.0,6
29.0,164,20.0,6
31.0,168,30.0,6
32.0,168,30.0,6
33.0,168,30.0,6
34.0,168,30.0,6
35.0,168,30.0,6
36.0,168,30.0,6
37.0,168,30.0,6
38.0,168,30.0,6
39.0,168,30.0,6
19.0,173,29.0,6
29.0,175,39.0,6
9.0,178,19.0,6
19.0,179,29.0,6
5.0,120,1l,6
7.0,120,1l,6
16.0,120,1l,6
47.0,120,1l,6
0h,120,1l,6
9.0,61,19.0,6
9.0,61,0h,6
14.0,61,0h,6
19.0,61,0h,6
34.0,61,0h,6
1l,61,0h,6
9.0,120,0h,6
14.0,120,0h,6
19.0,120,0h,6
34.0,120,0h,6
1l,120,0h,6
21.0,187,20.0,6
22.0,187,20.0,6
23.0,187,20.0,6
24.0,187,20.0,6
25.0,187,20.0,6
26.0,187,20.0,6
27.0,187,20.0,6
28.0,187,20.0,6
29.0,187,20.0,6
9.0,188,19.0,6
9.0,189,0h,6
14.0,189,0h,6
19.0,189,0h,6
34.0,189,0h,6
1l,189,0h,6
21.0,190,20.0,6
22.0,190,20.0,6
23.0,190,20.0,6
24.0,190,20.0,6
25.0,190,20.0,6
26.0,190,20.0,6
27.0,190,20.0,6
28.0,190,20.0,6
29.0,190,20.0,6
29.0,73,39.0,6
41.0,197,40.0,7
42.0,197,40.0,7
43.0,197,40.0,7
44.0,197,40.0,7
45.0,197,40.0,7
46.0,197,40.0,7
47.0,197,40.0,7
48.0,197,40.0,7
49.0,197,40.0,7
29.0,128,39.0,7
5.0,71,1l,7
7.0,71,1l,7
16.0,71,1l,7
47.0,71,1l,7
0h,71,1l,7
19.0,200,29.0,7
21.0,204,20.0,7
22.0,204,20.0,7
23.0,204,20.0,7
24.0,204,20.0,7
25.0,204,20.0,7
26.0,204,20.0,7
27.0,204,20.0,7
28.0,204,20.0,7
29.0,204,20.0,7
41.0,207,40.0,7
42.0,207,40.0,7
43.0,207,40.0,7
44.0,207,40.0,7
45.0,207,40.0,7
46.0,207,40.0,7
47.0,207,40.0,7
48.0,207,40.0,7
49.0,207,40.0,7
9.0,44,19.0,7
1.0,215,0.0,7
2.0,215,0.0,7
3.0,215,0.0,7
4.0,215,0.0,7
5.0,215,0.0,7
6.0,215,0.0,7
7.0,215,0.0,7
8.0,215,0.0,7
9.0,215,0.0,7
31.0,216,30.0,7
32.0,216,30.0,7
33.0,216,30.0,7
34.0,216,30.0,7
35.0,216,30.0,7
36.0,216,30.0,7
37.0,216,30.0,7
38.0,216,30.0,7
39.0,216,30.0,7
9.0,71,0h,7
14.0,71,0h,7
19.0,71,0h,7
34.0,71,0h,7
1l,71,0h,7
39.0,219,49.0,7
9.0,55,19.0,7
21.0,222,20.0,7
22.0,222,20.0,7
23.0,222,20.0,7
24.0,222,20.0,7
25.0,222,20.0,7
26.0,222,20.0,7
27.0,222,20.0,7
28.0,222,20.0,7
29.0,222,20.0,7
29.0,224,39.0,8
1.0,225,0.0,8
2.0,225,0.0,8
3.0,225,0.0,8
4.0,225,0.0,8
5.0,225,0.0,8
6.0,225,0.0,8
7.0,225,0.0,8
8.0,225,0.0,8
9.0,225,0.0,8
21.0,227,20.0,8
22.0,227,20.0,8
23.0,227,20.0,8
24.0,227,20.0,8
25.0,227,20.0,8
26.0,227,20.0,8
27.0,227,20.0,8
28.0,227,20.0,8
29.0,227,20.0,8
11.0,230,10.0,8
12.0,230,10.0,8
13.0,230,10.0,8
14.0,230,10.0,8
15.0,230,10.0,8
16.0,230,10.0,8
17.0,230,10.0,8
18.0,230,10.0,8
19.0,230,10.0,8
9.0,233,0h,8
14.0,233,0h,8
19.0,233,0h,8
34.0,233,0h,8
1l,233,0h,8
31.0,236,30.0,8
32.0,236,30.0,8
33.0,236,30.0,8
34.0,236,30.0,8
35.0,236,30.0,8
36.0,236,30.0,8
37.0,236,30.0,8
38.0,236,30.0,8
39.0,236,30.0,8
41.0,241,40.0,8
42.0,241,40.0,8
43.0,241,40.0,8
44.0,241,40.0,8
45.0,241,40.0,8
46.0,241,40.0,8
47.0,241,40.0,8
48.0,241,40.0,8
49.0,241,40.0,8
19.0,242,29.0,8
19.0,73,29.0,8
21.0,246,20.0,8
22.0,246,20.0,8
23.0,246,20.0,8
24.0,246,20.0,8
25.0,246,20.0,8
26.0,246,20.0,8
27.0,246,20.0,8
28.0,246,20.0,8
29.0,246,20.0,8
1.0,248,0.0,8
2.0,248,0.0,8
3.0,248,0.0,8
4.0,248,0.0,8
5.0,248,0.0,8
6.0,248,0.0,8
7.0,248,0.0,8
8.0,248,0.0,8
9.0,248,0.0,8
11.0,249,10.0,8
12.0,249,10.0,8
13.0,249,10.0,8
14.0,249,10.0,8
15.0,249,10.0,8
16.0,249,10.0,8
17.0,249,10.0,8
18.0,249,10.0,8
19.0,249,10.0,8
29.0,236,39.0,9
5.0,61,1l,9
7.0,61,1l,9
16.0,61,1l,9
47.0,61,1l,9
0h,61,1l,9
29.0,252,39.0,9
19.0,204,29.0,9
9.0,259,19.0,9
9.0,61,0h,9
14.0,61,0h,9
19.0,61,0h,9
34.0,61,0h,9
1l,61,0h,9
9.0,270,0h,9
14.0,270,0h,9
19.0,270,0h,9
34.0,270,0h,9
1l,270,0h,9
11.0,272,10.0,9
12.0,272,10.0,9
13.0,272,10.0,9
14.0,272,10.0,9
15.0,272,10.0,9
16.0,272,10.0,9
17.0,272,10.0,9
18.0,272,10.0,9
19.0,272,10.0,9
5.0,276,1l,10
7.0,276,1l,10
16.0,276,1l,10
47.0,276,1l,10
0h,276,1l,10
41.0,277,40.0,10
42.0,277,40.0,10
43.0,277,40.0,10
44.0,277,40.0,10
45.0,277,40.0,10
46.0,277,40.0,10
47.0,277,40.0,10
48.0,277,40.0,10
49.0,277,40.0,10
39.0,114,49.0,10
19.0,281,29.0,10
5.0,120,1l,10
7.0,120,1l,10
16.0,120,1l,10
47.0,120,1l,10
0h,120,1l,10
11.0,290,10.0,10
12.0,290,10.0,10
13.0,290,10.0,10
14.0,290,10.0,10
15.0,290,10.0,10
16.0,290,10.0,10
17.0,290,10.0,10
18.0,290,10.0,10
19.0,290,10.0,10
9.0,270,19.0,10
41.0,294,40.0,10
42.0,294,40.0,10
43.0,294,40.0,10
44.0,294,40.0,10
45.0,294,40.0,10
46.0,294,40.0,10
47.0,294,40.0,10
48.0,294,40.0,10
49.0,294,40.0,10
29.0,298,39.0,10
5.0,300,1l,10
7.0,300,1l,10
16.0,300,1l,10
47.0,300,1l,10
0h,300,1l,10
29.0,73,39.0,11
5.0,307,1l,11
7.0,307,1l,11
16.0,307,1l,11
47.0,307,1l,11
0h,307,1l,11
29.0,310,39.0,11
9.0,71,0h,11
14.0,71,0h,11
19.0,71,0h,11
34.0,71,0h,11
1l,71,0h,11
1.0,313,0.0,11
2.0,313,0.0,11
3.0,313,0.0,11
4.0,313,0.0,11
5.0,313,0.0,11
6.0,313,0.0,11
7.0,313,0.0,11
8.0,313,0.0,11
9.0,313,0.0,11
9.0,71,19.0,11
41.0,317,40.0,11
42.0,317,40.0,11
43.0,317,40.0,11
44.0,317,40.0,11
45.0,317,40.0,11
46.0,317,40.0,11
47.0,317,40.0,11
48.0,317,40.0,11
49.0,317,40.0,11
9.0,71,0h,11
14.0,71,0h,11
19.0,71,0h,11
34.0,71,0h,11
1l,71,0h,11
41.0,319,40.0,11
42.0,319,40.0,11
43.0,319,40.0,11
44.0,319,40.0,11
45.0,319,40.0,11
46.0,319,40.0,11
47.0,319,40.0,11
48.0,319,40.0,11
49.0,319,40.0,11
11.0,329,10.0,12
12.0,329,10.0,12
13.0,329,10.0,12
14.0,329,10.0,12
15.0,329,10.0,12
16.0,329,10.0,12
17.0,329,10.0,12
18.0,329,10.0,12
19.0,329,10.0,12
41.0,335,40.0,12
42.0,335,40.0,12
43.0,335,40.0,12
44.0,335,40.0,12
45.0,335,40.0,12
46.0,335,40.0,12
47.0,335,40.0,12
48.0,335,40.0,12
49.0,335,40.0,12
9.0,336,19.0,12
31.0,337,30.0,12
32.0,337,30.0,12
33.0,337,30.0,12
34.0,337,30.0,12
35.0,337,30.0,12
36.0,337,30.0,12
37.0,337,30.0,12
38.0,337,30.0,12
39.0,337,30.0,12
9.0,233,19.0,12
19.0,354,29.0,12
31.0,357,30.0,13
32.0,357,30.0,13
33.0,357,30.0,13
34.0,357,30.0,13
35.0,357,30.0,13
36.0,357,30.0,13
37.0,357,30.0,13
38.0,357,30.0,13
39.0,357,30.0,13
41.0,358,40.0,13
42.0,358,40.0,13
43.0,358,40.0,13
44.0,358,40.0,13
45.0,358,40.0,13
46.0,358,40.0,13
47.0,358,40.0,13
48.0,358,40.0,13
49.0,358,40.0,13
9.0,360,19.0,13
31.0,362,30.0,13
32.0,362,30.0,13
33.0,362,30.0,13
34.0,362,30.0,13
35.0,362,30.0,13
36.0,362,30.0,13
37.0,362,30.0,13
38.0,362,30.0,13
39.0,362,30.0,13
41.0,363,40.0,13
42.0,363,40.0,13
43.0,363,40.0,13
44.0,363,40.0,13
45.0,363,40.0,13
46.0,363,40.0,13
47.0,363,40.0,13
48.0,363,40.0,13
49.0,363,40.0,13
39.0,366,49.0,13
21.0,369,20.0,13
22.0,369,20.0,13
23.0,369,20.0,13
24.0,369,20.0,13
25.0,369,20.0,13
26.0,369,20.0,13
27.0,369,20.0,13
28.0,369,20.0,13
29.0,369,20.0,13
5.0,61,1l,13
7.0,61,1l,13
16.0,61,1l,13
47.0,61,1l,13
0h,61,1l,13
39.0,197,49.0,13
41.0,372,40.0,13
42.0,372,40.0,13
43.0,372,40.0,13
44.0,372,40.0,13
45.0,372,40.0,13
46.0,372,40.0,13
47.0,372,40.0,13
48.0,372,40.0,13
49.0,372,40.0,13
29.0,366,39.0,13
39.0,197,49.0,13
21.0,382,20.0,13
22.0,382,20.0,13
23.0,382,20.0,13
24.0,382,20.0,13
25.0,382,20.0,13
26.0,382,20.0,13
27.0,382,20.0,13
28.0,382,20.0,13
29.0,382,20.0,13
39.0,358,49.0,14
19.0,388,29.0,14
41.0,389,40.0,14
42.0,389,40.0,14
43.0,389,40.0,14
44.0,389,40.0,14
45.0,389,40.0,14
46.0,389,40.0,14
47.0,389,40.0,14
48.0,389,40.0,14
49.0,389,40.0,14
31.0,390,30.0,14
32.0,390,30.0,14
33.0,390,30.0,14
34.0,390,30.0,14
35.0,390,30.0,14
36.0,390,30.0,14
37.0,390,30.0,14
38.0,390,30.0,14
39.0,390,30.0,14
29.0,155,39.0,14
31.0,392,30.0,14
32.0,392,30.0,14
33.0,392,30.0,14
34.0,392,30.0,14
35.0,392,30.0,14
36.0,392,30.0,14
37.0,392,30.0,14
38.0,392,30.0,14
39.0,392,30.0,14
9.0,393,19.0,14
5.0,396,1l,14
7.0,396,1l,14
16.0,396,1l,14
47.0,396,1l,14
0h,396,1l,14
9.0,272,19.0,14
1.0,398,0.0,14
2.0,398,0.0,14
3.0,398,0.0,14
4.0,398,0.0,14
5.0,398,0.0,14
6.0,398,0.0,14
7.0,398,0.0,14
8.0,398,0.0,14
9.0,398,0.0,14
11.0,403,10.0,14
12.0,403,10.0,14
13.0,403,10.0,14
14.0,403,10.0,14
15.0,403,10.0,14
16.0,403,10.0,14
17.0,403,10.0,14
18.0,403,10.0,14
19.0,403,10.0,14
31.0,404,30.0,14
32.0,404,30.0,14
33.0,404,30.0,14
34.0,404,30.0,14
35.0,404,30.0,14
36.0,404,30.0,14
37.0,404,30.0,14
38.0,404,30.0,14
39.0,404,30.0,14
11.0,405,10.0,14
12.0,405,10.0,14
13.0,405,10.0,14
14.0,405,10.0,14
15.0,405,10.0,14
16.0,405,10.0,14
17.0,405,10.0,14
18.0,405,10.0,14
19.0,405,10.0,14
29.0,406,39.0,14
29.0,410,39.0,14
21.0,411,20.0,14
22.0,411,20.0,14
23.0,411,20.0,14
24.0,411,20.0,14
25.0,411,20.0,14
26.0,411,20.0,14
27.0,411,20.0,14
28.0,411,20.0,14
29.0,411,20.0,14
21.0,414,20.0,14
22.0,414,20.0,14
23.0,414,20.0,14
24.0,414,20.0,14
25.0,414,20.0,14
26.0,414,20.0,14
27.0,414,20.0,14
28.0,414,20.0,14
29.0,414,20.0,14
21.0,424,20.0,15
22.0,424,20.0,15
23.0,424,20.0,15
24.0,424,20.0,15
25.0,424,20.0,15
26.0,424,20.0,15
27.0,424,20.0,15
28.0,424,20.0,15
29.0,424,20.0,15
9.0,425,19.0,15
5.0,426,1l,15
7.0,426,1l,15
16.0,426,1l,15
47.0,426,1l,15
0h,426,1l,15
21.0,429,20.0,15
22.0,429,20.0,15
23.0,429,20.0,15
24.0,429,20.0,15
25.0,429,20.0,15
26.0,429,20.0,15
27.0,429,20.0,15
28.0,429,20.0,15
29.0,429,20.0,15
9.0,61,19.0,15
41.0,435,40.0,15
42.0,435,40.0,15
43.0,435,40.0,15
44.0,435,40.0,15
45.0,435,40.0,15
46.0,435,40.0,15
47.0,435,40.0,15
48.0,435,40.0,15
49.0,435,40.0,15
41.0,437,40.0,15
42.0,437,40.0,15
43.0,437,40.0,15
44.0,437,40.0,15
45.0,437,40.0,15
46.0,437,40.0,15
47.0,437,40.0,15
48.0,437,40.0,15
49.0,437,40.0,15
5.0,71,1l,15
7.0,71,1l,15
16.0,71,1l,15
47.0,71,1l,15
0h,71,1l,15
19.0,236,29.0,15
19.0,236,29.0,15
5.0,233,1l,16
7.0,233,1l,16
16.0,233,1l,16
47.0,233,1l,16
0h,233,1l,16
11.0,450,10.0,16
12.0,450,10.0,16
13.0,450,10.0,16
14.0,450,10.0,16
15.0,450,10.0,16
16.0,450,10.0,16
17.0,450,10.0,16
18.0,450,10.0,16
19.0,450,10.0,16
19.0,382,29.0,16
41.0,452,40.0,16
42.0,452,40.0,16
43.0,452,40.0,16
44.0,452,40.0,16
45.0,452,40.0,16
46.0,452,40.0,16
47.0,452,40.0,16
48.0,452,40.0,16
49.0,452,40.0,16
39.0,453,49.0,16
5.0,189,1l,16
7.0,189,1l,16
16.0,189,1l,16
47.0,189,1l,16
0h,189,1l,16
41.0,457,40.0,16
42.0,457,40.0,16
43.0,457,40.0,16
44.0,457,40.0,16
45.0,457,40.0,16
46.0,457,40.0,16
47.0,457,40.0,16
48.0,457,40.0,16
49.0,457,40.0,16
9.0,461,19.0,16
39.0,471,49.0,16
31.0,473,30.0,16
32.0,473,30.0,16
33.0,473,30.0,16
34.0,473,30.0,16
35.0,473,30.0,16
36.0,473,30.0,16
37.0,473,30.0,16
38.0,473,30.0,16
39.0,473,30.0,16
5.0,476,1l,16
7.0,476,1l,16
16.0,476,1l,16
47.0,476,1l,16
0h,476,1l,16
5.0,478,1l,16
7.0,478,1l,16
16.0,478,1l,16
47.0,478,1l,16
0h,478,1l,16
31.0,479,30.0,16
32.0,479,30.0,16
33.0,479,30.0,16
34.0,479,30.0,16
35.0,479,30.0,16
36.0,479,30.0,16
37.0,479,30.0,16
38.0,479,30.0,16
39.0,479,30.0,16
41.0,480,40.0,16
42.0,480,40.0,16
43.0,480,40.0,16
44.0,480,40.0,16
45.0,480,40.0,16
46.0,480,40.0,16
47.0,480,40.0,16
48.0,480,40.0,16
49.0,480,40.0,16
9.0,482,0h,17
14.0,482,0h,17
19.0,482,0h,17
34.0,482,0h,17
1l,482,0h,17
1.0,483,0.0,17
2.0,483,0.0,17
3.0,483,0.0,17
4.0,483,0.0,17
5.0,483,0.0,17
6.0,483,0.0,17
7.0,483,0.0,17
8.0,483,0.0,17
9.0,483,0.0,17
9.0,236,19.0,17
5.0,486,1l,17
7.0,486,1l,17
16.0,486,1l,17
47.0,486,1l,17
0h,486,1l,17
31.0,489,30.0,17
32.0,489,30.0,17
33.0,489,30.0,17
34.0,489,30.0,17
35.0,489,30.0,17
36.0,489,30.0,17
37.0,489,30.0,17
38.0,489,30.0,17
39.0,489,30.0,17
21.0,498,20.0,17
22.0,498,20.0,17
23.0,498,20.0,17
24.0,498,20.0,17
25.0,498,20.0,17
26.0,498,20.0,17
27.0,498,20.0,17
28.0,498,20.0,17
29.0,498,20.0,17
9.0,500,19.0,17
31.0,501,30.0,17
32.0,501,30.0,17
33.0,501,30.0,17
34.0,501,30.0,17
35.0,501,30.0,17
36.0,501,30.0,17
37.0,501,30.0,17
38.0,501,30.0,17
39.0,501,30.0,17
9.0,502,19.0,17
9.0,405,19.0,17
21.0,506,20.0,18
22.0,506,20.0,18
23.0,506,20.0,18
24.0,506,20.0,18
25.0,506,20.0,18
26.0,506,20.0,18
27.0,506,20.0,18
28.0,506,20.0,18
29.0,506,20.0,18
41.0,511,40.0,18
42.0,511,40.0,18
43.0,511,40.0,18
44.0,511,40.0,18
45.0,511,40.0,18
46.0,511,40.0,18
47.0,511,40.0,18
48.0,511,40.0,18
49.0,511,40.0,18
9.0,61,0h,18
14.0,61,0h,18
19.0,61,0h,18
34.0,61,0h,18
1l,61,0h,18
21.0,513,20.0,18
22.0,513,20.0,18
23.0,513,20.0,18
24.0,513,20.0,18
25.0,513,20.0,18
26.0,513,20.0,18
27.0,513,20.0,18
28.0,513,20.0,18
29.0,513,20.0,18
19.0,73,29.0,18
1.0,515,0.0,18
2.0,515,0.0,18
3.0,515,0.0,18
4.0,515,0.0,18
5.0,515,0.0,18
6.0,515,0.0,18
7.0,515,0.0,18
8.0,515,0.0,18
9.0,515,0.0,18
29.0,518,39.0,18
39.0,294,49.0,18
21.0,520,20.0,18
22.0,520,20.0,18
23.0,520,20.0,18
24.0,520,20.0,18
25.0,520,20.0,18
26.0,520,20.0,18
27.0,520,20.0,18
28.0,520,20.0,18
29.0,520,20.0,18
31.0,521,30.0,18
32.0,521,30.0,18
33.0,521,30.0,18
34.0,521,30.0,18
35.0,521,30.0,18
36.0,521,30.0,18
37.0,521,30.0,18
38.0,521,30.0,18
39.0,521,30.0,18
31.0,522,30.0,18
32.0,522,30.0,18
33.0,522,30.0,18
34.0,522,30.0,18
35.0,522,30.0,18
36.0,522,30.0,18
37.0,522,30.0,18
38.0,522,30.0,18
39.0,522,30.0,18
41.0,528,40.0,19
42.0,528,40.0,19
43.0,528,40.0,19
44.0,528,40.0,19
45.0,528,40.0,19
46.0,528,40.0,19
47.0,528,40.0,19
48.0,528,40.0,19
49.0,528,40.0,19
21.0,529,20.0,19
22.0,529,20.0,19
23.0,529,20.0,19
24.0,529,20.0,19
25.0,529,20.0,19
26.0,529,20.0,19
27.0,529,20.0,19
28.0,529,20.0,19
29.0,529,20.0,19
21.0,530,20.0,19
22.0,530,20.0,19
23.0,530,20.0,19
24.0,530,20.0,19
25.0,530,20.0,19
26.0,530,20.0,19
27.0,530,20.0,19
28.0,530,20.0,19
29.0,530,20.0,19
